,Left,Right
0,"[0.45084935426712036, 0.41384655237197876, 2.712865807552589e-07, 0.4613357186317444, 0.4987845718860626, -0.003974922467023134, 0.477859228849411, 0.5700140595436096, -0.01855367235839367, 0.4876190721988678, 0.6261361837387085, -0.03495922312140465, 0.4964221119880676, 0.6698206663131714, -0.05280148237943649, 0.5317296385765076, 0.5490772128105164, -0.03408033773303032, 0.5402073264122009, 0.6325410008430481, -0.06145550683140755, 0.5205498933792114, 0.6689493656158447, -0.07707522809505463, 0.49767088890075684, 0.6822477579116821, -0.08524615317583084, 0.5350637435913086, 0.5123701691627502, -0.04657880216836929, 0.5472624897956848, 0.6060454845428467, -0.07373896986246109, 0.5316914916038513, 0.656033992767334, -0.08766790479421616, 0.5117499828338623, 0.681151807308197, -0.09583865851163864, 0.5283986330032349, 0.4706389307975769, -0.059382643550634384, 0.5465927124023438, 0.5554015040397644, -0.08209025114774704, 0.5384052991867065, 0.6094967126846313, -0.0905984491109848, 0.526827335357666, 0.6428157687187195, -0.09538762271404266, 0.5129649639129639, 0.42988330125808716, -0.0717572271823883, 0.527999758720398, 0.4777624309062958, -0.09013988822698593, 0.5299886465072632, 0.5201151967048645, -0.09684937447309494, 0.5269700288772583, 0.5544893741607666, -0.10088486224412918]",[]
1,"[0.4321766793727875, 0.3889079689979553, 1.0828311758359632e-07, 0.44690820574760437, 0.47043317556381226, -0.004380736034363508, 0.4739891290664673, 0.5434514880180359, -0.01630188338458538, 0.49187129735946655, 0.5919414162635803, -0.03117923066020012, 0.5069934129714966, 0.6225185990333557, -0.046257760375738144, 0.5308569669723511, 0.506450891494751, -0.018004432320594788, 0.5497750043869019, 0.5901070237159729, -0.04486120119690895, 0.5240182876586914, 0.636010468006134, -0.06058970093727112, 0.4978766441345215, 0.651939868927002, -0.06756343692541122, 0.5361534357070923, 0.4676637649536133, -0.02831149846315384, 0.55729079246521, 0.5689839720726013, -0.05746672302484512, 0.5298099517822266, 0.6218740940093994, -0.07056572288274765, 0.5038692951202393, 0.6417521834373474, -0.07527066022157669, 0.5355311036109924, 0.4280533194541931, -0.040443163365125656, 0.5620086789131165, 0.5218242406845093, -0.06589043885469437, 0.5406360030174255, 0.583716094493866, -0.07144372165203094, 0.5192645192146301, 0.6132428646087646, -0.07074125111103058, 0.5270008444786072, 0.3896177113056183, -0.05245942622423172, 0.5503664612770081, 0.46138349175453186, -0.07216210663318634, 0.5437809824943542, 0.5225473642349243, -0.07625609636306763, 0.533123791217804, 0.5625391006469727, -0.07609162479639053]",[]
2,"[0.44089993834495544, 0.3963242769241333, 3.019115126789984e-07, 0.45185503363609314, 0.4801567792892456, -0.01119263470172882, 0.47977790236473083, 0.5594257116317749, -0.02201375737786293, 0.5078800916671753, 0.6030799746513367, -0.03207696974277496, 0.5363384485244751, 0.6292775273323059, -0.04172835126519203, 0.521421492099762, 0.5126989483833313, -0.02438795566558838, 0.5552262663841248, 0.5682370066642761, -0.0431155264377594, 0.5567610263824463, 0.6056836843490601, -0.052130524069070816, 0.5461431741714478, 0.6244718432426453, -0.05516788735985756, 0.5337719917297363, 0.4649231731891632, -0.02655789442360401, 0.5726450681686401, 0.5291693806648254, -0.044058144092559814, 0.5766160488128662, 0.575798749923706, -0.05265017971396446, 0.5685027241706848, 0.6048816442489624, -0.05698045343160629, 0.5385300517082214, 0.4137086272239685, -0.02979295700788498, 0.581476628780365, 0.46689480543136597, -0.0440436489880085, 0.5885303020477295, 0.5193734765052795, -0.048593491315841675, 0.5848546028137207, 0.5587877035140991, -0.05072338506579399, 0.5352818369865417, 0.3643754720687866, -0.033430065959692, 0.567815899848938, 0.3955109715461731, -0.04562509059906006, 0.5817689895629883, 0.43748918175697327, -0.049958448857069016, 0.5870769023895264, 0.47784262895584106, -0.05183005705475807]",[]
3,[],"[0.5385857224464417, 0.4189629554748535, 1.4450185403802607e-07, 0.5437079071998596, 0.4045080542564392, -0.02845422737300396, 0.5554330348968506, 0.39768126606941223, -0.047360457479953766, 0.5662944912910461, 0.40795934200286865, -0.06283063441514969, 0.5761221647262573, 0.42430824041366577, -0.07820119708776474, 0.5961511731147766, 0.4527566432952881, -0.036301519721746445, 0.6065691709518433, 0.48692378401756287, -0.05517859756946564, 0.6024346351623535, 0.5089707374572754, -0.07064525038003922, 0.5942742228507996, 0.5254115462303162, -0.08119237422943115, 0.5912638902664185, 0.4932141602039337, -0.03094431944191456, 0.6034066677093506, 0.5314621925354004, -0.04983218386769295, 0.5965855121612549, 0.5527087450027466, -0.06540734320878983, 0.5851061344146729, 0.5618606805801392, -0.07633910328149796, 0.5812313556671143, 0.5222530364990234, -0.02746785245835781, 0.5926896333694458, 0.5571377873420715, -0.04430541396141052, 0.587645411491394, 0.5782343149185181, -0.05588399991393089, 0.5767984390258789, 0.5847800970077515, -0.0632375106215477, 0.5675489902496338, 0.540798544883728, -0.02582716941833496, 0.574971616268158, 0.5742271542549133, -0.0382298082113266, 0.5728163123130798, 0.5917044878005981, -0.04544324055314064, 0.5662475824356079, 0.5962048768997192, -0.05037243664264679]"
4,"[0.529766321182251, 0.3559013605117798, 2.1444408560000738e-07, 0.5423201322555542, 0.4201796352863312, -0.002079776721075177, 0.5593621134757996, 0.4756523668766022, -0.008050976321101189, 0.570514440536499, 0.5211794376373291, -0.015566983260214329, 0.5783690214157104, 0.5577613115310669, -0.023297814652323723, 0.5993098616600037, 0.45483455061912537, -0.004867645911872387, 0.6010105609893799, 0.518244743347168, -0.018748972564935684, 0.5932778120040894, 0.5571839213371277, -0.0300338976085186, 0.5836582183837891, 0.5849628448486328, -0.03723207861185074, 0.5995727181434631, 0.43700650334358215, -0.011185028590261936, 0.6003637313842773, 0.5137021541595459, -0.024078652262687683, 0.5909201502799988, 0.5560917258262634, -0.03271050751209259, 0.5789539217948914, 0.5843879580497742, -0.038274142891168594, 0.5923448801040649, 0.42191028594970703, -0.018561704084277153, 0.5937777757644653, 0.4962508976459503, -0.03025512397289276, 0.5861729383468628, 0.5391911268234253, -0.034031037241220474, 0.5768621563911438, 0.5689772963523865, -0.035711225122213364, 0.5793536901473999, 0.4088656008243561, -0.02623005211353302, 0.5814014673233032, 0.46481916308403015, -0.03400292620062828, 0.5786597728729248, 0.4994104504585266, -0.03505931422114372, 0.5739793181419373, 0.5264106392860413, -0.03511294350028038]",[]
5,[],"[0.5003904104232788, 0.33545124530792236, 3.4042193419736577e-07, 0.4948379397392273, 0.389900803565979, -0.0266563817858696, 0.5039377808570862, 0.44997280836105347, -0.04066473990678787, 0.5206969380378723, 0.505034863948822, -0.04899912327528, 0.5320833921432495, 0.552367091178894, -0.05592495575547218, 0.5551628470420837, 0.4380476772785187, -0.03566097840666771, 0.5531241297721863, 0.5300622582435608, -0.048543136566877365, 0.5396571159362793, 0.5701318383216858, -0.056566931307315826, 0.5285104513168335, 0.5942531824111938, -0.061197780072689056, 0.5678584575653076, 0.4268546998500824, -0.025218352675437927, 0.5650712251663208, 0.5183440446853638, -0.03543483465909958, 0.5533796548843384, 0.5598918795585632, -0.03969843313097954, 0.5435420870780945, 0.5856667757034302, -0.042860668152570724, 0.5718117952346802, 0.42048653960227966, -0.01578725315630436, 0.5714049935340881, 0.5018156170845032, -0.024622518569231033, 0.5622200965881348, 0.5371283292770386, -0.025314761325716972, 0.5536651015281677, 0.5608406066894531, -0.025702163577079773, 0.5710350871086121, 0.41767096519470215, -0.00821902509778738, 0.5739458203315735, 0.481100469827652, -0.015751125290989876, 0.5662098526954651, 0.5126899480819702, -0.015574504621326923, 0.5578862428665161, 0.5340794324874878, -0.014078093692660332]"
6,[],"[0.5116548538208008, 0.32064878940582275, 1.984839599344923e-07, 0.5029497742652893, 0.37059473991394043, -0.026629429310560226, 0.5113584399223328, 0.43645337224006653, -0.03917081281542778, 0.5250204801559448, 0.5009103417396545, -0.046609144657850266, 0.5355201363563538, 0.5575553178787231, -0.05143396556377411, 0.5680506229400635, 0.4648053050041199, -0.023267554119229317, 0.5523951053619385, 0.5585867166519165, -0.03588290512561798, 0.5288186073303223, 0.5733798742294312, -0.044654957950115204, 0.5163646936416626, 0.570992112159729, -0.048854097723960876, 0.5788207054138184, 0.4591139554977417, -0.012495358474552631, 0.561558723449707, 0.5485953092575073, -0.021962441504001617, 0.5417166948318481, 0.5669021606445312, -0.02824890799820423, 0.5290636420249939, 0.569828987121582, -0.03154749423265457, 0.5797317624092102, 0.4530514180660248, -0.003743787994608283, 0.5657644271850586, 0.5353363752365112, -0.012147669680416584, 0.5487275719642639, 0.5537817478179932, -0.01366365235298872, 0.5368993282318115, 0.5584100484848022, -0.013453817926347256, 0.5756289958953857, 0.44756126403808594, 0.0031181927770376205, 0.5695717930793762, 0.513740062713623, -0.0036527563352137804, 0.5567086338996887, 0.5359166264533997, -0.0033451474737375975, 0.5467950105667114, 0.5467671751976013, -0.000992754241451621]"
7,"[0.5041815638542175, 0.32645148038864136, -4.501797690181775e-08, 0.5057558417320251, 0.39148831367492676, 0.009720180183649063, 0.5179911255836487, 0.4581257700920105, 0.004673734772950411, 0.521550714969635, 0.5154578685760498, -0.004376491531729698, 0.5258866548538208, 0.5575760006904602, -0.014370022341609001, 0.5618550777435303, 0.48354706168174744, -0.01673438958823681, 0.5476910471916199, 0.5864554047584534, -0.04138590767979622, 0.5152307748794556, 0.6142280101776123, -0.05554811283946037, 0.490171879529953, 0.6169166564941406, -0.061996836215257645, 0.5663394927978516, 0.470185250043869, -0.032216817140579224, 0.5503085255622864, 0.5916732549667358, -0.05789455771446228, 0.5106244087219238, 0.6167148351669312, -0.06594370305538177, 0.4833880662918091, 0.616536021232605, -0.06749346107244492, 0.5627599358558655, 0.45537886023521423, -0.047427285462617874, 0.5536769032478333, 0.567815363407135, -0.07019553333520889, 0.5172815322875977, 0.5994248986244202, -0.07215385138988495, 0.49119165539741516, 0.6055330038070679, -0.06909747421741486, 0.5520185828208923, 0.4429483711719513, -0.06114039197564125, 0.5547075867652893, 0.5151026844978333, -0.07983693480491638, 0.5388843417167664, 0.5536897778511047, -0.08330962806940079, 0.5243152379989624, 0.5753748416900635, -0.08265253901481628]",[]
8,"[0.43375200033187866, 0.3370472490787506, 1.534017570747892e-07, 0.44761744141578674, 0.38848593831062317, -0.012419470585882664, 0.47975465655326843, 0.4311290681362152, -0.028177915140986443, 0.5059657096862793, 0.4769422113895416, -0.04335000738501549, 0.5275912284851074, 0.5197992920875549, -0.057831309735774994, 0.5437233448028564, 0.3905465006828308, -0.036973580718040466, 0.5541919469833374, 0.5170003175735474, -0.06611498445272446, 0.524041473865509, 0.5739168524742126, -0.08240869641304016, 0.49566924571990967, 0.5936495661735535, -0.08952511101961136, 0.543259859085083, 0.38616108894348145, -0.04234177991747856, 0.5559961795806885, 0.5246630311012268, -0.07191164791584015, 0.5216633081436157, 0.582886815071106, -0.08174549788236618, 0.4914286136627197, 0.6001340746879578, -0.0838981345295906, 0.5342056751251221, 0.39464640617370605, -0.04872817173600197, 0.5492296814918518, 0.5254409909248352, -0.0750352293252945, 0.5185105800628662, 0.5818848013877869, -0.07688136398792267, 0.4905732274055481, 0.5996319055557251, -0.07292307913303375, 0.5192303657531738, 0.4110373258590698, -0.05546627938747406, 0.5362613797187805, 0.5021151304244995, -0.07586758583784103, 0.52142733335495, 0.5506656765937805, -0.0775127038359642, 0.5038582682609558, 0.5738222002983093, -0.07442357391119003]",[]
9,"[0.451437771320343, 0.33735689520835876, -6.449673151109891e-08, 0.47217047214508057, 0.3911004960536957, -0.0044962381944060326, 0.5058709383010864, 0.44985300302505493, -0.013590236194431782, 0.5288680195808411, 0.5040598511695862, -0.023928161710500717, 0.5428072810173035, 0.5530828833580017, -0.03320176526904106, 0.5607123970985413, 0.43191903829574585, -0.017809689044952393, 0.5556818842887878, 0.5489175915718079, -0.041943199932575226, 0.5198988318443298, 0.5935900211334229, -0.0552874319255352, 0.4910489022731781, 0.6092267632484436, -0.06010247766971588, 0.5630186200141907, 0.4224041700363159, -0.025264406576752663, 0.5493878722190857, 0.5540511012077332, -0.048763811588287354, 0.5106396079063416, 0.591448187828064, -0.05572802945971489, 0.4819329082965851, 0.6015173196792603, -0.05552317574620247, 0.5539389252662659, 0.41876035928726196, -0.03397208824753761, 0.5431415438652039, 0.5461119413375854, -0.056803926825523376, 0.507608950138092, 0.5814783573150635, -0.05692494660615921, 0.480771005153656, 0.5910386443138123, -0.0506652407348156, 0.5372704267501831, 0.42166662216186523, -0.04264450818300247, 0.5417550206184387, 0.5078578591346741, -0.05892135202884674, 0.5245583653450012, 0.5442172288894653, -0.05776539444923401, 0.5082309246063232, 0.5641270875930786, -0.05196831375360489]",[]
