,Left,Right
0,[],"[0.4739762246608734, 0.35828620195388794, 3.7806569253007183e-07, 0.46722477674484253, 0.3621233403682709, -0.03183673694729805, 0.4589332044124603, 0.38782966136932373, -0.056934457272291183, 0.4520259499549866, 0.4207793176174164, -0.07665923982858658, 0.4428011178970337, 0.45042821764945984, -0.09635699540376663, 0.4903693199157715, 0.4099092185497284, -0.06384434551000595, 0.4700639843940735, 0.48630961775779724, -0.09026344865560532, 0.45585575699806213, 0.5346417427062988, -0.10687712579965591, 0.44487395882606506, 0.5766642689704895, -0.11718641966581345, 0.503879964351654, 0.4219939112663269, -0.05718061700463295, 0.4783881902694702, 0.5046286582946777, -0.08029613643884659, 0.4617314040660858, 0.5474976301193237, -0.08754494041204453, 0.45016419887542725, 0.5814840793609619, -0.09278059750795364, 0.5114428400993347, 0.43745744228363037, -0.051462188363075256, 0.48951154947280884, 0.5159232020378113, -0.0714571475982666, 0.4754205644130707, 0.5509870052337646, -0.07373078912496567, 0.4645136892795563, 0.5776490569114685, -0.07412216812372208, 0.5152385234832764, 0.4506981372833252, -0.04806441441178322, 0.4983200132846832, 0.5125148892402649, -0.06157110258936882, 0.48512473702430725, 0.5388755798339844, -0.06272117048501968, 0.4757176339626312, 0.5591952204704285, -0.06273625791072845]"
1,[],"[0.44290828704833984, 0.29757821559906006, 5.083002747596765e-07, 0.42177554965019226, 0.3016868829727173, -0.046239499002695084, 0.4121265709400177, 0.3353886604309082, -0.07887156307697296, 0.40069493651390076, 0.3771611750125885, -0.10249784588813782, 0.38181623816490173, 0.4064561128616333, -0.1247401311993599, 0.45758429169654846, 0.40792739391326904, -0.08252033591270447, 0.4224891662597656, 0.5209851264953613, -0.11463883519172668, 0.3908000588417053, 0.5581487417221069, -0.13138222694396973, 0.36600199341773987, 0.5731824040412903, -0.13923829793930054, 0.4849086105823517, 0.43430519104003906, -0.06756841391324997, 0.44710028171539307, 0.5556293725967407, -0.09823015332221985, 0.4083247482776642, 0.5837537050247192, -0.10645557194948196, 0.37988993525505066, 0.5887963175773621, -0.10803841799497604, 0.4987700879573822, 0.45656120777130127, -0.05377728492021561, 0.4738757312297821, 0.5689079761505127, -0.0735684335231781, 0.4456416070461273, 0.6009435057640076, -0.07703588902950287, 0.42372018098831177, 0.6148278117179871, -0.07660895586013794, 0.5025579929351807, 0.47322139143943787, -0.0433255136013031, 0.48885756731033325, 0.5595260262489319, -0.055014874786138535, 0.4700014293193817, 0.5924785137176514, -0.05740392580628395, 0.4546237587928772, 0.6094236373901367, -0.05712096765637398]"
2,"[0.44882428646087646, 0.3784886598587036, 9.807014578200324e-08, 0.44839048385620117, 0.4383498728275299, 0.0031963353976607323, 0.4499567151069641, 0.4980385899543762, -0.004205681849271059, 0.4484293460845947, 0.5483749508857727, -0.015589301474392414, 0.4426957964897156, 0.5891140103340149, -0.027581462636590004, 0.5063413977622986, 0.5116549730300903, -0.006369826849550009, 0.48574936389923096, 0.579369306564331, -0.020946573466062546, 0.4617888331413269, 0.6101245880126953, -0.032587893307209015, 0.44134828448295593, 0.6290805339813232, -0.03990583121776581, 0.5099480152130127, 0.510193943977356, -0.017121102660894394, 0.4839584529399872, 0.5951153039932251, -0.02966388501226902, 0.45530787110328674, 0.6258572340011597, -0.0368635430932045, 0.43168216943740845, 0.6418384909629822, -0.04141034558415413, 0.5019030570983887, 0.5096805691719055, -0.02809578739106655, 0.4767487645149231, 0.5899138450622559, -0.04246385022997856, 0.44905519485473633, 0.6191149950027466, -0.046154383569955826, 0.4264530539512634, 0.6344146728515625, -0.04675998538732529, 0.4864080250263214, 0.5086070895195007, -0.03866889700293541, 0.4632096588611603, 0.573478102684021, -0.04810770973563194, 0.44309160113334656, 0.6037583947181702, -0.04792168363928795, 0.42508676648139954, 0.6225343346595764, -0.04632018879055977]",[]
3,"[0.45761823654174805, 0.4492550790309906, 1.0523179838628494e-07, 0.4724821448326111, 0.49163731932640076, 0.0035138437524437904, 0.4752655625343323, 0.542114794254303, 0.0005509224138222635, 0.46555259823799133, 0.577974796295166, -0.004962119739502668, 0.4549158811569214, 0.6037498712539673, -0.010776630602777004, 0.48192843794822693, 0.5719000697135925, -0.002840304048731923, 0.46961450576782227, 0.6175367832183838, -0.013499431312084198, 0.4494239389896393, 0.6340771317481995, -0.021162644028663635, 0.43289417028427124, 0.6377984285354614, -0.02535288594663143, 0.47390544414520264, 0.5682832598686218, -0.010030189529061317, 0.4534849524497986, 0.6134690046310425, -0.01910904236137867, 0.42915603518486023, 0.6253172159194946, -0.024509504437446594, 0.41170361638069153, 0.6266161203384399, -0.027511676773428917, 0.46163246035575867, 0.5586227178573608, -0.01740110293030739, 0.43664199113845825, 0.5992927551269531, -0.025056572631001472, 0.41447246074676514, 0.6138310432434082, -0.027138248085975647, 0.3988809287548065, 0.6180927157402039, -0.02760559320449829, 0.44534483551979065, 0.5437557697296143, -0.024684950709342957, 0.4246245324611664, 0.5756813287734985, -0.028500257059931755, 0.41007357835769653, 0.5903038382530212, -0.02815316803753376, 0.39851686358451843, 0.5978414416313171, -0.027258120477199554]",[]
4,[],"[0.506207287311554, 0.4794464707374573, 2.2168293867252942e-07, 0.48222821950912476, 0.4696572422981262, -0.013290821574628353, 0.45858073234558105, 0.47402575612068176, -0.0330897718667984, 0.4490616023540497, 0.49437692761421204, -0.05162087827920914, 0.4438745975494385, 0.5235098004341125, -0.07050538808107376, 0.4608110189437866, 0.4212662875652313, -0.05184539407491684, 0.45023074746131897, 0.40657156705856323, -0.07731982320547104, 0.44322091341018677, 0.3996337056159973, -0.09373058378696442, 0.43403005599975586, 0.3940199911594391, -0.10212045162916183, 0.47848501801490784, 0.42708829045295715, -0.054001837968826294, 0.4634319841861725, 0.4810720682144165, -0.07510911673307419, 0.45562806725502014, 0.5338874459266663, -0.08227413892745972, 0.4469543397426605, 0.575799822807312, -0.08890356868505478, 0.4970341622829437, 0.44995608925819397, -0.05527807027101517, 0.4789632260799408, 0.5187580585479736, -0.07228206843137741, 0.46764135360717773, 0.5573142766952515, -0.07257157564163208, 0.45697924494743347, 0.5845201015472412, -0.07271517813205719, 0.5138289928436279, 0.4802072048187256, -0.05713601037859917, 0.4969407916069031, 0.5307742953300476, -0.06505211442708969, 0.484764963388443, 0.563247799873352, -0.061320316046476364, 0.47440382838249207, 0.5850842595100403, -0.05951566994190216]"
5,[],"[0.47969162464141846, 0.46683642268180847, 4.2709484660008457e-07, 0.46260419487953186, 0.44846677780151367, -0.03260835260152817, 0.44939756393432617, 0.44799596071243286, -0.06015379726886749, 0.4398874342441559, 0.46106287837028503, -0.08200377225875854, 0.42804691195487976, 0.4743273854255676, -0.10416722297668457, 0.4788776934146881, 0.45696911215782166, -0.07121235132217407, 0.4657888114452362, 0.528049111366272, -0.0960293859243393, 0.4566662609577179, 0.5712541937828064, -0.1095900908112526, 0.448432594537735, 0.6073391437530518, -0.11828093975782394, 0.500633955001831, 0.4744950830936432, -0.06387903541326523, 0.4850045442581177, 0.5447811484336853, -0.08601731061935425, 0.47043731808662415, 0.5847015380859375, -0.09142910689115524, 0.4598139524459839, 0.6142392158508301, -0.09591937065124512, 0.5140525102615356, 0.49496951699256897, -0.05674397945404053, 0.5054536461830139, 0.5588170886039734, -0.07365206629037857, 0.4928749203681946, 0.5936893224716187, -0.07586023211479187, 0.4814281165599823, 0.6204594969749451, -0.07764910161495209, 0.5209901332855225, 0.516455888748169, -0.05181635916233063, 0.5149333477020264, 0.5627809762954712, -0.06298006325960159, 0.5036983489990234, 0.5917078852653503, -0.065128855407238, 0.4927348792552948, 0.6132377982139587, -0.06708638370037079]"
6,"[0.4409926235675812, 0.4893256723880768, 1.5350407522873866e-07, 0.45981815457344055, 0.5148295164108276, -0.0012496875133365393, 0.47224825620651245, 0.5452873706817627, -0.007618684787303209, 0.4812721312046051, 0.5713830590248108, -0.014851029962301254, 0.4869321584701538, 0.5946100354194641, -0.022106681019067764, 0.4736159145832062, 0.5891076922416687, -0.014993872493505478, 0.4647315740585327, 0.6432723999023438, -0.027027377858757973, 0.44937625527381897, 0.6643246412277222, -0.0336790606379509, 0.43788281083106995, 0.6687360405921936, -0.03686467185616493, 0.4645898938179016, 0.5872324109077454, -0.020148228853940964, 0.44480225443840027, 0.6452895998954773, -0.03090352937579155, 0.42682066559791565, 0.6607611775398254, -0.03436907008290291, 0.41536861658096313, 0.6630437970161438, -0.035946376621723175, 0.4506588578224182, 0.5807592868804932, -0.025174615904688835, 0.4266866445541382, 0.6338920593261719, -0.03355085849761963, 0.4107923209667206, 0.6512801051139832, -0.03352230787277222, 0.40050166845321655, 0.6575767993927002, -0.03288479149341583, 0.4333482086658478, 0.5695228576660156, -0.030212774872779846, 0.41399750113487244, 0.6081783175468445, -0.03661758825182915, 0.4023241102695465, 0.6262710690498352, -0.03623909130692482, 0.39369842410087585, 0.6375964283943176, -0.034847158938646317]",[]
7,[],"[0.5034059882164001, 0.5180368423461914, 4.3426175011518353e-07, 0.4813280403614044, 0.48749613761901855, -0.02470511943101883, 0.45911064743995667, 0.4689965546131134, -0.05047769099473953, 0.44657111167907715, 0.46843665838241577, -0.07314017415046692, 0.4316576421260834, 0.476700097322464, -0.0958307757973671, 0.47475332021713257, 0.4609526991844177, -0.06411377340555191, 0.461987167596817, 0.5172693729400635, -0.08880594372749329, 0.4540531039237976, 0.5625518560409546, -0.10259740054607391, 0.4447852671146393, 0.6010753512382507, -0.11118283122777939, 0.49677467346191406, 0.478780061006546, -0.06193995103240013, 0.47195005416870117, 0.5465077757835388, -0.08509504795074463, 0.4588499367237091, 0.5936455130577087, -0.08919378370046616, 0.44885075092315674, 0.6258268356323242, -0.09290610253810883, 0.5140286087989807, 0.5041547417640686, -0.059668127447366714, 0.4940439462661743, 0.5712531208992004, -0.07631246745586395, 0.481714129447937, 0.6058602929115295, -0.07509128004312515, 0.4707559645175934, 0.6272909641265869, -0.07460371404886246, 0.5265101790428162, 0.5335729718208313, -0.05955477058887482, 0.5096452832221985, 0.5857605934143066, -0.06842973083257675, 0.4987868666648865, 0.6135314702987671, -0.06717827916145325, 0.49047771096229553, 0.6315245032310486, -0.06719745695590973]"
8,[],"[0.5081614255905151, 0.4992377460002899, 2.660791551534203e-07, 0.4841158390045166, 0.48417750000953674, -0.011347335763275623, 0.46121448278427124, 0.4767368733882904, -0.029631685465574265, 0.44635072350502014, 0.47978562116622925, -0.047152064740657806, 0.4363853633403778, 0.49175986647605896, -0.06513741612434387, 0.45802024006843567, 0.42798495292663574, -0.04292967543005943, 0.44666051864624023, 0.4453902840614319, -0.06264370679855347, 0.44331467151641846, 0.45648807287216187, -0.07430616021156311, 0.44057968258857727, 0.46098846197128296, -0.08031821250915527, 0.47589659690856934, 0.43511340022087097, -0.04481463134288788, 0.4647490084171295, 0.49783602356910706, -0.05899035185575485, 0.460249662399292, 0.5394154191017151, -0.061770543456077576, 0.4576730728149414, 0.5690480470657349, -0.06587626785039902, 0.4973434805870056, 0.45800283551216125, -0.04646473750472069, 0.4853123128414154, 0.5204182267189026, -0.05763096362352371, 0.47692781686782837, 0.5532678961753845, -0.05695761367678642, 0.4712337255477905, 0.5745903253555298, -0.057697929441928864, 0.518760085105896, 0.4872100353240967, -0.048850029706954956, 0.5072488188743591, 0.5323145985603333, -0.053808506578207016, 0.4962973892688751, 0.5602941513061523, -0.05099105462431908, 0.4877135455608368, 0.5782039165496826, -0.05078526958823204]"
9,[],"[0.522388756275177, 0.45751234889030457, 2.3027007500786567e-07, 0.504160463809967, 0.4630407392978668, -0.014821615070104599, 0.4919557273387909, 0.4832126796245575, -0.029762329533696175, 0.4896129071712494, 0.5136809349060059, -0.04210963100194931, 0.49237060546875, 0.5427271723747253, -0.05456117168068886, 0.4885464608669281, 0.42963242530822754, -0.041856493800878525, 0.48536667227745056, 0.45843058824539185, -0.05947475507855415, 0.48464125394821167, 0.4777267873287201, -0.06898447126150131, 0.4821961522102356, 0.48960262537002563, -0.07421912997961044, 0.5052076578140259, 0.4286388158798218, -0.04026403650641441, 0.5051512718200684, 0.48802492022514343, -0.05523577332496643, 0.5039622187614441, 0.5324665904045105, -0.0594080314040184, 0.5029136538505554, 0.564032793045044, -0.0637512356042862, 0.5228336453437805, 0.441322922706604, -0.038534194231033325, 0.5208389759063721, 0.5023387670516968, -0.05176921561360359, 0.5171677470207214, 0.540542483329773, -0.05374077707529068, 0.512991189956665, 0.5671133995056152, -0.05552516132593155, 0.538437008857727, 0.4589202404022217, -0.03760826215147972, 0.5345917344093323, 0.5052351951599121, -0.04666207730770111, 0.5301759839057922, 0.5360796451568604, -0.0480746328830719, 0.5259307622909546, 0.5596405267715454, -0.04983338713645935]"
