,Left,Right
0,"[0.5120136141777039, 0.7478340864181519, 1.5117672091946588e-07, 0.5473067760467529, 0.7010886669158936, 0.010632880963385105, 0.58692467212677, 0.6989952921867371, 0.010953735560178757, 0.6176061034202576, 0.7219786643981934, 0.010161753743886948, 0.6368369460105896, 0.7542679309844971, 0.009528033435344696, 0.5989593863487244, 0.6891914010047913, -0.013494465500116348, 0.6564403772354126, 0.7000492811203003, -0.021400079131126404, 0.6887414455413818, 0.7162003517150879, -0.02148832380771637, 0.7067921757698059, 0.7334161400794983, -0.01859276182949543, 0.5986687541007996, 0.7328806519508362, -0.021048635244369507, 0.6681995987892151, 0.7617409229278564, -0.028052393347024918, 0.7034066319465637, 0.7939057350158691, -0.02584146521985531, 0.7205910086631775, 0.8236333131790161, -0.02199607528746128, 0.5931944251060486, 0.78410804271698, -0.026412341743707657, 0.657065212726593, 0.8300645351409912, -0.03131623566150665, 0.6816677451133728, 0.860554039478302, -0.028152232989668846, 0.6912112236022949, 0.8840327858924866, -0.023691032081842422, 0.5821101665496826, 0.8331131339073181, -0.029958372935652733, 0.6275725364685059, 0.8674585819244385, -0.029001601040363312, 0.6431588530540466, 0.8814972639083862, -0.02148178219795227, 0.6492249369621277, 0.888437807559967, -0.014190719462931156]",[]
1,[],"[0.4989233911037445, 0.7071384191513062, 3.7131448493710195e-07, 0.5183636546134949, 0.7829023003578186, -0.0020435028709471226, 0.5474977493286133, 0.823445200920105, -0.006840979680418968, 0.5748629570007324, 0.8453261852264404, -0.011098582297563553, 0.6001871824264526, 0.8501081466674805, -0.016170717775821686, 0.5839012265205383, 0.7991467118263245, -0.022672245278954506, 0.6295632123947144, 0.8373918533325195, -0.03672168403863907, 0.6632952094078064, 0.8607560396194458, -0.04458842799067497, 0.6889269351959229, 0.8801397085189819, -0.0497555173933506, 0.595789909362793, 0.7633451223373413, -0.027828844264149666, 0.6539130806922913, 0.7951112985610962, -0.048023879528045654, 0.6937482357025146, 0.82175213098526, -0.06022588163614273, 0.7214661836624146, 0.8457177877426147, -0.06696877628564835, 0.5991427302360535, 0.7272111773490906, -0.031232673674821854, 0.656648576259613, 0.7579735517501831, -0.05056193843483925, 0.6953846216201782, 0.7842397093772888, -0.061498966068029404, 0.7231816649436951, 0.8067135810852051, -0.06656274944543839, 0.5930593013763428, 0.6975898742675781, -0.03299591690301895, 0.6355453133583069, 0.6998962163925171, -0.0512261688709259, 0.6657184362411499, 0.705103874206543, -0.059402648359537125, 0.6909719705581665, 0.7116596102714539, -0.0625421330332756]"
2,"[0.518185019493103, 0.5780559182167053, 3.6397329949977575e-07, 0.5294795632362366, 0.6108339428901672, -0.01637253537774086, 0.5559539794921875, 0.6357238292694092, -0.02660258859395981, 0.579780101776123, 0.6491803526878357, -0.03430895879864693, 0.6008375287055969, 0.6655893325805664, -0.04176974296569824, 0.584079384803772, 0.60929274559021, -0.025028780102729797, 0.6083852052688599, 0.668375551700592, -0.041916560381650925, 0.6232758164405823, 0.7132519483566284, -0.053784552961587906, 0.6340871453285217, 0.7509967684745789, -0.06088864430785179, 0.5895833373069763, 0.5942111015319824, -0.023258764296770096, 0.6197648644447327, 0.6387009024620056, -0.03946768492460251, 0.637561023235321, 0.6799855828285217, -0.04834720492362976, 0.6508566737174988, 0.7168404459953308, -0.053643859922885895, 0.5883926749229431, 0.5834508538246155, -0.02292061597108841, 0.6179512143135071, 0.626240074634552, -0.03869829326868057, 0.6335856318473816, 0.6677569150924683, -0.04416237771511078, 0.645071268081665, 0.7024130821228027, -0.04626334086060524, 0.582603394985199, 0.5773762464523315, -0.023515665903687477, 0.6080678105354309, 0.608707845211029, -0.036208249628543854, 0.6230546832084656, 0.6381328105926514, -0.04021065682172775, 0.6341251730918884, 0.664749026298523, -0.04181952774524689]",[]
3,"[0.5027422904968262, 0.6070970296859741, 1.4667453740457859e-07, 0.5250292420387268, 0.5878795981407166, -0.010324849747121334, 0.5567308068275452, 0.6022731065750122, -0.020046822726726532, 0.580837070941925, 0.6424903869628906, -0.028923138976097107, 0.5984931588172913, 0.6813493967056274, -0.03683973848819733, 0.5973357558250427, 0.5797067284584045, -0.01931248977780342, 0.6147260665893555, 0.6069670915603638, -0.03481268510222435, 0.6121852397918701, 0.6260900497436523, -0.04508693143725395, 0.6078302264213562, 0.6387563347816467, -0.051363907754421234, 0.6017223000526428, 0.615666925907135, -0.023136084899306297, 0.6372464299201965, 0.664256751537323, -0.03803182393312454, 0.653139591217041, 0.7056832313537598, -0.046867452561855316, 0.6629500389099121, 0.7437680959701538, -0.05326063930988312, 0.5945034027099609, 0.6527218818664551, -0.028263961896300316, 0.6275011301040649, 0.7074781656265259, -0.0454239621758461, 0.6402322053909302, 0.7515079975128174, -0.05348014086484909, 0.6489663124084473, 0.7884266972541809, -0.05830119550228119, 0.5787953734397888, 0.6907048225402832, -0.033480819314718246, 0.6048387885093689, 0.7448587417602539, -0.046320389956235886, 0.6194204092025757, 0.782719612121582, -0.05000220984220505, 0.6320366263389587, 0.8154784440994263, -0.05234181135892868]",[]
4,"[0.45523878931999207, 0.6368554830551147, 4.157502360158105e-07, 0.45528873801231384, 0.6872503757476807, -0.022683512419462204, 0.4695766568183899, 0.7365095019340515, -0.03719921037554741, 0.4773404002189636, 0.7702053785324097, -0.050561726093292236, 0.48401519656181335, 0.7867971062660217, -0.06401200592517853, 0.5509545803070068, 0.7384318113327026, -0.022913336753845215, 0.5864225029945374, 0.7845525145530701, -0.042207326740026474, 0.6056060791015625, 0.8285603523254395, -0.05866722762584686, 0.6177966594696045, 0.8671442866325378, -0.06975430995225906, 0.5675808191299438, 0.7036574482917786, -0.02450917288661003, 0.6213845610618591, 0.7402961850166321, -0.040415018796920776, 0.6502513885498047, 0.782277524471283, -0.05333660542964935, 0.6679693460464478, 0.8188604712486267, -0.062242913991212845, 0.5705727934837341, 0.6627837419509888, -0.029129212722182274, 0.6239743232727051, 0.691853404045105, -0.04504568502306938, 0.6512765884399414, 0.73238605260849, -0.05588680878281593, 0.6698725819587708, 0.7694587707519531, -0.062412843108177185, 0.5623762011528015, 0.6197077035903931, -0.035770006477832794, 0.6009389162063599, 0.6259662508964539, -0.05073162913322449, 0.6255939602851868, 0.6347163915634155, -0.05716927349567413, 0.6458076238632202, 0.6447708010673523, -0.06065153703093529]",[]
5,"[0.43543723225593567, 0.6612163186073303, 4.2325299887124856e-07, 0.4363112151622772, 0.7334994077682495, -0.012721328996121883, 0.45109957456588745, 0.7912998199462891, -0.021432029083371162, 0.4556165933609009, 0.8081790804862976, -0.03141361474990845, 0.4569348692893982, 0.8144262433052063, -0.041842713952064514, 0.5271859765052795, 0.7778398990631104, -0.00704477122053504, 0.5477190017700195, 0.8309948444366455, -0.022399673238396645, 0.5553145408630371, 0.8691765069961548, -0.036801040172576904, 0.5594215989112854, 0.901561439037323, -0.046514734625816345, 0.5516655445098877, 0.7453848123550415, -0.013323890045285225, 0.6002609729766846, 0.7953025698661804, -0.025745632126927376, 0.6281813383102417, 0.8428968191146851, -0.03722576051950455, 0.6483213901519775, 0.8856514692306519, -0.04535428062081337, 0.5608008503913879, 0.7018569707870483, -0.022879499942064285, 0.6143583059310913, 0.7456701993942261, -0.0385613813996315, 0.6418214440345764, 0.7961220741271973, -0.05215209349989891, 0.6626543998718262, 0.8416916131973267, -0.06039470434188843, 0.5569155812263489, 0.6524682641029358, -0.033361632376909256, 0.6035310626029968, 0.6567044854164124, -0.04862183704972267, 0.6371522545814514, 0.6660715341567993, -0.05686774104833603, 0.6670480370521545, 0.6789899468421936, -0.06210454925894737]",[]
6,[],"[0.4113459587097168, 0.5840822458267212, 2.178335023472755e-07, 0.4132450819015503, 0.5763270854949951, -0.02932192198932171, 0.4175924062728882, 0.612162709236145, -0.04867155849933624, 0.41404521465301514, 0.6658762097358704, -0.06579776108264923, 0.4150591790676117, 0.7142211198806763, -0.08308281749486923, 0.5056542158126831, 0.7096801400184631, -0.030203789472579956, 0.5672321319580078, 0.7269555330276489, -0.046755094081163406, 0.6046420335769653, 0.7402401566505432, -0.06233513355255127, 0.6342464685440063, 0.7533347010612488, -0.07473040372133255, 0.5131702423095703, 0.7440924048423767, -0.02742123231291771, 0.5547662973403931, 0.8119029998779297, -0.04151032492518425, 0.5774636268615723, 0.8585719466209412, -0.05475267395377159, 0.5948041677474976, 0.8953427076339722, -0.06501194834709167, 0.509239137172699, 0.7536969780921936, -0.027644824236631393, 0.5501908659934998, 0.8127290606498718, -0.04123785346746445, 0.5762200355529785, 0.8569266200065613, -0.053039077669382095, 0.5972191691398621, 0.8924117684364319, -0.06192832067608833, 0.49755990505218506, 0.7400357127189636, -0.030237426981329918, 0.5400358438491821, 0.7606403231620789, -0.04147729277610779, 0.5709025263786316, 0.7712781429290771, -0.04672820493578911, 0.5972768068313599, 0.7771510481834412, -0.05039176344871521]"
7,"[0.4322454333305359, 0.6255367398262024, 3.7465099467226537e-07, 0.4306911826133728, 0.689099133014679, -0.03174018859863281, 0.4476603865623474, 0.73579341173172, -0.052274830639362335, 0.46487557888031006, 0.7498014569282532, -0.06841086596250534, 0.4798266887664795, 0.7382729649543762, -0.08457490056753159, 0.5170625448226929, 0.7140927910804749, -0.04788753017783165, 0.5558357834815979, 0.7579264044761658, -0.07183493673801422, 0.5707927942276001, 0.7944415211677551, -0.08810436725616455, 0.5798286199569702, 0.8286793828010559, -0.09798082709312439, 0.5306458473205566, 0.6732832789421082, -0.04351116716861725, 0.5867044925689697, 0.7059434056282043, -0.06563911586999893, 0.6118974685668945, 0.7377699613571167, -0.07969970256090164, 0.6269104480743408, 0.7694252729415894, -0.08898784220218658, 0.5312414169311523, 0.626781702041626, -0.041529662907123566, 0.5840933322906494, 0.6512791514396667, -0.06205485388636589, 0.6113698482513428, 0.6814384460449219, -0.07505179941654205, 0.6291318535804749, 0.7126502394676208, -0.08292488753795624, 0.5225862264633179, 0.5762900710105896, -0.04141828417778015, 0.5641373991966248, 0.5662779808044434, -0.058614637702703476, 0.5940051078796387, 0.5637586712837219, -0.06872301548719406, 0.6185420155525208, 0.5692084431648254, -0.07567615807056427]",[]
8,"[0.40223991870880127, 0.6528748273849487, 4.7015637960612366e-07, 0.419428288936615, 0.7246198654174805, -0.013073013164103031, 0.44244545698165894, 0.7684938907623291, -0.02608128823339939, 0.45379215478897095, 0.8023032546043396, -0.03987988829612732, 0.4577593207359314, 0.8218033909797668, -0.05422750860452652, 0.5168727040290833, 0.7189196348190308, -0.02350536175072193, 0.5667075514793396, 0.7456099987030029, -0.04476718232035637, 0.5891938209533691, 0.7842230796813965, -0.05992891639471054, 0.6023069620132446, 0.8240723013877869, -0.06966866552829742, 0.5181962847709656, 0.6814318895339966, -0.030522707849740982, 0.5766457915306091, 0.6885461211204529, -0.04856773093342781, 0.6041844487190247, 0.7301519513130188, -0.05968621373176575, 0.6185263395309448, 0.774935781955719, -0.06709595769643784, 0.505858838558197, 0.6455549597740173, -0.039715055376291275, 0.5643789172172546, 0.6440085768699646, -0.0576169453561306, 0.5918598771095276, 0.6801891922950745, -0.06745928525924683, 0.6101399064064026, 0.7218641638755798, -0.07345370203256607, 0.48318350315093994, 0.6161870956420898, -0.05012580752372742, 0.5167510509490967, 0.5863142609596252, -0.06916321814060211, 0.544935941696167, 0.5838069915771484, -0.07864032685756683, 0.5693295001983643, 0.5877556800842285, -0.08407890796661377]",[]
9,"[0.40225809812545776, 0.6702086925506592, 3.644055937002122e-07, 0.42305392026901245, 0.7450858950614929, -0.013781988061964512, 0.45267847180366516, 0.8008358478546143, -0.02378995530307293, 0.47231563925743103, 0.8357193470001221, -0.03420893847942352, 0.48524001240730286, 0.8506292104721069, -0.044923439621925354, 0.5179525017738342, 0.75856614112854, -0.012618837878108025, 0.5540097951889038, 0.8041708469390869, -0.03062182106077671, 0.5726874470710754, 0.844471275806427, -0.045945167541503906, 0.5842553973197937, 0.8790206909179688, -0.05636042356491089, 0.5307062864303589, 0.7209367752075195, -0.01858239620923996, 0.5864206552505493, 0.7543889880180359, -0.034311238676309586, 0.6156736016273499, 0.7933690547943115, -0.04729413613677025, 0.6371585130691528, 0.8311658501625061, -0.056717030704021454, 0.529742956161499, 0.6752418875694275, -0.027340570464730263, 0.5853369235992432, 0.7091060280799866, -0.044673994183540344, 0.6131012439727783, 0.7536970973014832, -0.05594104900956154, 0.6332143545150757, 0.7943418622016907, -0.0631941556930542, 0.5173780918121338, 0.6256541013717651, -0.037157800048589706, 0.5589838027954102, 0.6181200742721558, -0.05301268771290779, 0.5904086232185364, 0.6198365092277527, -0.06027344986796379, 0.6185465455055237, 0.6262213587760925, -0.06519743800163269]",[]
