,Left,Right
0,"[0.4820602238178253, 0.5781418085098267, 2.6205779590782186e-07, 0.5095972418785095, 0.6234989762306213, 0.006107322406023741, 0.5365882515907288, 0.6849430203437805, 0.0029379120096564293, 0.5526131391525269, 0.7354307174682617, -0.0024080220609903336, 0.565787672996521, 0.7737146615982056, -0.009694638662040234, 0.5556083917617798, 0.6963856816291809, -0.016959290951490402, 0.5892243385314941, 0.759258508682251, -0.03264497220516205, 0.6134458780288696, 0.7999749779701233, -0.04175034910440445, 0.6329113841056824, 0.8321019411087036, -0.04777892306447029, 0.5495827794075012, 0.6964465379714966, -0.030348224565386772, 0.5832118391990662, 0.7762036919593811, -0.045948874205350876, 0.6041101813316345, 0.8329065442085266, -0.05560791864991188, 0.6182031035423279, 0.8772226572036743, -0.06192323938012123, 0.5346534848213196, 0.6912741661071777, -0.04267878457903862, 0.5643715858459473, 0.7742182016372681, -0.0581798329949379, 0.5801958441734314, 0.8305683732032776, -0.0678604319691658, 0.5920835733413696, 0.8767275810241699, -0.07431409507989883, 0.5124633312225342, 0.6846095323562622, -0.053612083196640015, 0.527294933795929, 0.7383612394332886, -0.06875021755695343, 0.5376636385917664, 0.7770872712135315, -0.0755428597331047, 0.5453845262527466, 0.8128639459609985, -0.07974085956811905]",[]
1,"[0.41619303822517395, 0.6787047982215881, 1.8684232827581582e-07, 0.4604727327823639, 0.6574409604072571, 0.014691903255879879, 0.5007299184799194, 0.67513507604599, 0.018167749047279358, 0.5300187468528748, 0.6964554786682129, 0.01794392801821232, 0.5499756932258606, 0.7115704417228699, 0.017443591728806496, 0.5235373377799988, 0.7183434367179871, 0.008914025500416756, 0.5646846294403076, 0.7829718589782715, 0.0011953546199947596, 0.5899853706359863, 0.8280720114707947, -0.0056670065969228745, 0.6086209416389465, 0.8648045063018799, -0.009653707966208458, 0.5155501365661621, 0.7484620213508606, -0.0014989548362791538, 0.5595610737800598, 0.8120842576026917, -0.0048666647635400295, 0.5859447717666626, 0.8537464141845703, -0.006382150109857321, 0.607679545879364, 0.884746789932251, -0.007398727349936962, 0.5005762577056885, 0.7779167890548706, -0.01121065765619278, 0.5380874872207642, 0.8404088020324707, -0.009800783358514309, 0.5572693943977356, 0.8786135911941528, -0.004305132664740086, 0.5706571936607361, 0.9041956067085266, -0.0012250550789758563, 0.4778032600879669, 0.8061182498931885, -0.02047547698020935, 0.5042551755905151, 0.860105037689209, -0.015470053069293499, 0.5183935165405273, 0.8845781087875366, -0.007386659272015095, 0.5286809206008911, 0.9016208052635193, -0.0014857385540381074]",[]
2,"[0.4052793085575104, 0.5526412129402161, 4.360184959750768e-07, 0.45644089579582214, 0.5421675443649292, 0.009627540595829487, 0.5062301158905029, 0.5770348310470581, 0.005396425724029541, 0.5385569334030151, 0.6244490742683411, -0.002157529117539525, 0.5580205321311951, 0.673250675201416, -0.01176189910620451, 0.5229461789131165, 0.5917390584945679, -0.020369142293930054, 0.5759226083755493, 0.67970871925354, -0.03945809230208397, 0.6068439483642578, 0.7538332939147949, -0.04983404651284218, 0.6264389753341675, 0.8134428262710571, -0.05492999032139778, 0.5114542841911316, 0.6166490316390991, -0.03548143804073334, 0.5690187215805054, 0.715047299861908, -0.05211944505572319, 0.6022557020187378, 0.7913069128990173, -0.06020484119653702, 0.6232095956802368, 0.8536111116409302, -0.06439349800348282, 0.4913024604320526, 0.6478235125541687, -0.04882139340043068, 0.5466331839561462, 0.7393931150436401, -0.060375627130270004, 0.5781418085098267, 0.8048936128616333, -0.06419851630926132, 0.5980997085571289, 0.8574291467666626, -0.06627463549375534, 0.46383923292160034, 0.6810017824172974, -0.061030346900224686, 0.5049958229064941, 0.7518768310546875, -0.06860651075839996, 0.5301708579063416, 0.7984147071838379, -0.06877502799034119, 0.5490301847457886, 0.8383863568305969, -0.06802627444267273]",[]
3,"[0.3741559386253357, 0.5028637647628784, 2.3225828726936015e-07, 0.4185950756072998, 0.4954272210597992, 0.030744539573788643, 0.46206343173980713, 0.5301018357276917, 0.038018058985471725, 0.48883992433547974, 0.5688558220863342, 0.03851340711116791, 0.5022169947624207, 0.6091343760490417, 0.03638889640569687, 0.49567291140556335, 0.5404366254806519, 0.0005219504819251597, 0.5579454898834229, 0.6250335574150085, -0.014958146959543228, 0.5934877991676331, 0.6944655179977417, -0.023148169741034508, 0.616939902305603, 0.7519612908363342, -0.026896309107542038, 0.48948824405670166, 0.5678296685218811, -0.02189789153635502, 0.5602084398269653, 0.6698254942893982, -0.03521263599395752, 0.5953441858291626, 0.7468499541282654, -0.03995310887694359, 0.618790864944458, 0.8097115755081177, -0.042376402765512466, 0.4744110107421875, 0.598447859287262, -0.0416303388774395, 0.5413213968276978, 0.6947551369667053, -0.05169767886400223, 0.5746195912361145, 0.7552096843719482, -0.05392611399292946, 0.5943370461463928, 0.8050434589385986, -0.0550188310444355, 0.45072823762893677, 0.638194739818573, -0.05842814967036247, 0.4985954761505127, 0.7107085585594177, -0.06387146562337875, 0.5259412527084351, 0.7546826601028442, -0.06333102285861969, 0.5471166372299194, 0.7912997007369995, -0.06282401084899902]",[]
4,"[0.3575323820114136, 0.45141854882240295, 2.930430298420106e-07, 0.4086940884590149, 0.44499310851097107, 0.014619449153542519, 0.4577023983001709, 0.4797440767288208, 0.014648942276835442, 0.49085795879364014, 0.5214723348617554, 0.01030093152076006, 0.5113859176635742, 0.5629897713661194, 0.004860556684434414, 0.47698843479156494, 0.4850350618362427, -0.0026730247773230076, 0.5297225713729858, 0.5644381046295166, -0.01599215902388096, 0.5605759620666504, 0.6222785115242004, -0.023287350311875343, 0.5816428661346436, 0.669629693031311, -0.02680721879005432, 0.4689856469631195, 0.5147108435630798, -0.018620887771248817, 0.5286377668380737, 0.6041826009750366, -0.030701590701937675, 0.5626801252365112, 0.6648460030555725, -0.03629542514681816, 0.5870582461357117, 0.7151899933815002, -0.038987401872873306, 0.45339617133140564, 0.5500934720039368, -0.03345300629734993, 0.5134069919586182, 0.6393172740936279, -0.04327186942100525, 0.547770082950592, 0.6928976774215698, -0.0458003431558609, 0.5728945136070251, 0.7361657619476318, -0.04669693857431412, 0.43126043677330017, 0.5887212753295898, -0.04701058939099312, 0.4749331772327423, 0.6569482684135437, -0.05296405404806137, 0.5036779046058655, 0.6982520818710327, -0.052505381405353546, 0.5280336141586304, 0.7334011197090149, -0.05136820301413536]",[]
5,"[0.34285426139831543, 0.4161418676376343, 2.3102637669580872e-07, 0.39209434390068054, 0.3920520544052124, 0.021291101351380348, 0.4352165162563324, 0.4162675738334656, 0.02725021168589592, 0.46194034814834595, 0.44681692123413086, 0.027800437062978745, 0.4778481125831604, 0.4780052602291107, 0.0276043564081192, 0.46433132886886597, 0.4616461992263794, 0.01775168813765049, 0.5067726969718933, 0.5527528524398804, 0.014312638901174068, 0.5331794023513794, 0.6108039617538452, 0.011622888036072254, 0.5520404577255249, 0.6531445980072021, 0.009756432846188545, 0.4595835208892822, 0.4939398765563965, 0.0017785856034606695, 0.508653998374939, 0.5867184400558472, -0.00197018263861537, 0.5375990867614746, 0.6428152322769165, -0.004781811032444239, 0.5608164072036743, 0.686249852180481, -0.006722801364958286, 0.44611799716949463, 0.5262656211853027, -0.013452653773128986, 0.496368944644928, 0.6104736328125, -0.015032433904707432, 0.5260067582130432, 0.6578851342201233, -0.01552768237888813, 0.5486348867416382, 0.6941681504249573, -0.016518525779247284, 0.4239140748977661, 0.5621860027313232, -0.027211811393499374, 0.4631823003292084, 0.6240599751472473, -0.025785431265830994, 0.48795896768569946, 0.6568187475204468, -0.0230706874281168, 0.5095557570457458, 0.6826130747795105, -0.021564669907093048]",[]
6,"[0.33626455068588257, 0.4091314673423767, 2.2489528817004611e-07, 0.3735242187976837, 0.4147278070449829, 0.03358504921197891, 0.4072796106338501, 0.4628000855445862, 0.04573984816670418, 0.4258086085319519, 0.510832667350769, 0.049852579832077026, 0.437534898519516, 0.5507762432098389, 0.05273914337158203, 0.4452686905860901, 0.4554249346256256, 0.03146526217460632, 0.48511093854904175, 0.5535778403282166, 0.03091026470065117, 0.5100644826889038, 0.622330367565155, 0.031146373599767685, 0.525735080242157, 0.6726973056793213, 0.03195497766137123, 0.44843435287475586, 0.47845664620399475, 0.009710285812616348, 0.4968356192111969, 0.585565984249115, 0.006987771485000849, 0.5273977518081665, 0.6573368906974792, 0.005787982139736414, 0.5499776601791382, 0.7131088972091675, 0.0059095872566103935, 0.44042912125587463, 0.5096766352653503, -0.010711170732975006, 0.49352219700813293, 0.6118569374084473, -0.012170229107141495, 0.5238202810287476, 0.6746527552604675, -0.01100906077772379, 0.5452042818069458, 0.7221184372901917, -0.009809372015297413, 0.42329955101013184, 0.5541788935661316, -0.02876584604382515, 0.4676435887813568, 0.6289324760437012, -0.027649031952023506, 0.4949713945388794, 0.6717501282691956, -0.023979637771844864, 0.5171515345573425, 0.7057594060897827, -0.021221574395895004]",[]
7,"[0.4068978726863861, 0.5060132145881653, 2.9905012866038305e-07, 0.45290282368659973, 0.5385773181915283, 0.009642855264246464, 0.48191291093826294, 0.6250113844871521, 0.01126776821911335, 0.4920487105846405, 0.7081894874572754, 0.009710598737001419, 0.49318015575408936, 0.7669140100479126, 0.008948436006903648, 0.5065814256668091, 0.6432240605354309, -0.0005495083751156926, 0.5425841808319092, 0.7432417273521423, -0.006586013361811638, 0.5657166838645935, 0.8011013269424438, -0.008922483772039413, 0.5826156139373779, 0.8463470339775085, -0.009275109507143497, 0.4901621341705322, 0.6642041206359863, -0.010166849941015244, 0.5307185649871826, 0.7593167424201965, -0.016780119389295578, 0.5582453012466431, 0.8200867176055908, -0.021611303091049194, 0.5772708058357239, 0.8680778741836548, -0.02449464239180088, 0.4629492461681366, 0.6812454462051392, -0.018320215865969658, 0.4874762296676636, 0.7710968255996704, -0.02748679183423519, 0.49355265498161316, 0.7734801173210144, -0.02753365784883499, 0.4967619776725769, 0.759552538394928, -0.024425361305475235, 0.4305018186569214, 0.6977828741073608, -0.025461312383413315, 0.44964292645454407, 0.7826558947563171, -0.030568230897188187, 0.464323490858078, 0.8289157748222351, -0.029732482507824898, 0.47719883918762207, 0.8622975945472717, -0.027312353253364563]",[]
8,[],"[0.43735361099243164, 0.5529831647872925, 4.840389351556951e-07, 0.41605210304260254, 0.6671285033226013, -0.004896872211247683, 0.4295363426208496, 0.7547820806503296, 0.0061432369984686375, 0.4473588168621063, 0.8189595341682434, 0.02199506387114525, 0.4649461507797241, 0.8718905448913574, 0.04155140742659569, 0.5089679956436157, 0.7621067762374878, 0.030743224546313286, 0.5427128672599792, 0.8361525535583496, 0.055196817964315414, 0.5584561824798584, 0.883523166179657, 0.07023146003484726, 0.5665156841278076, 0.9142415523529053, 0.08192788064479828, 0.5296101570129395, 0.7178930044174194, 0.0499330535531044, 0.5637215375900269, 0.7996031641960144, 0.07837968319654465, 0.5760880708694458, 0.8517451882362366, 0.09458235651254654, 0.5816430449485779, 0.8910567164421082, 0.10785937309265137, 0.5393165349960327, 0.6780365109443665, 0.06859780102968216, 0.5663078427314758, 0.7569908499717712, 0.0951414629817009, 0.5760362148284912, 0.8085364103317261, 0.11293556541204453, 0.5783558487892151, 0.8485148549079895, 0.12663666903972626, 0.5393794775009155, 0.6449329257011414, 0.08644933253526688, 0.5619996786117554, 0.7137237787246704, 0.11409435421228409, 0.5685186982154846, 0.7570002675056458, 0.13337700068950653, 0.5697221159934998, 0.79257732629776, 0.148737370967865]"
9,[],"[0.4309959411621094, 0.5893381834030151, 4.282994439108734e-07, 0.4079999625682831, 0.6782744526863098, -0.010071692988276482, 0.4196086525917053, 0.7628049254417419, -0.0074747102335095406, 0.4434128701686859, 0.8258269429206848, -0.0017212937818840146, 0.4641267955303192, 0.8725900053977966, 0.0060502574779093266, 0.49799102544784546, 0.7808600664138794, 0.011605383828282356, 0.5233017802238464, 0.8523820638656616, 0.022298399358987808, 0.5371013879776001, 0.8904895186424255, 0.026759954169392586, 0.5466910004615784, 0.9149583578109741, 0.02911226451396942, 0.5233587622642517, 0.7428106069564819, 0.020410438999533653, 0.5516679286956787, 0.8186160922050476, 0.03029213286936283, 0.5661264061927795, 0.8629701733589172, 0.03197770565748215, 0.576988160610199, 0.8981327414512634, 0.03316187858581543, 0.5358582139015198, 0.7038712501525879, 0.02826066128909588, 0.5595597624778748, 0.7763051986694336, 0.036939628422260284, 0.5712735652923584, 0.8252834677696228, 0.038221269845962524, 0.5796343684196472, 0.8641535639762878, 0.03841390833258629, 0.5372580289840698, 0.6680048704147339, 0.035127248615026474, 0.5483542680740356, 0.7319795489311218, 0.045703984797000885, 0.5486979484558105, 0.7679141759872437, 0.05227094888687134, 0.5452909469604492, 0.79067462682724, 0.05676828697323799]"
10,"[0.3477505147457123, 0.40917548537254333, -4.505560813328202e-09, 0.37771570682525635, 0.42110109329223633, 0.05875813215970993, 0.405352383852005, 0.46952003240585327, 0.09212357550859451, 0.4205453097820282, 0.5116832256317139, 0.1153181791305542, 0.4285064935684204, 0.5488933324813843, 0.13731732964515686, 0.4522705674171448, 0.4751507639884949, 0.07521867007017136, 0.48748135566711426, 0.562808096408844, 0.09277506172657013, 0.5119166374206543, 0.6278467178344727, 0.10098251700401306, 0.526992678642273, 0.6737102270126343, 0.10527605563402176, 0.4556683301925659, 0.4991316795349121, 0.04999946802854538, 0.5040234923362732, 0.6008771061897278, 0.06586457788944244, 0.5311914086341858, 0.6691257953643799, 0.06880172342061996, 0.5537550449371338, 0.7208418250083923, 0.06854572147130966, 0.4495581388473511, 0.5268248915672302, 0.027150463312864304, 0.4974229037761688, 0.6284039616584778, 0.03751403093338013, 0.5274186730384827, 0.6906399726867676, 0.03592894971370697, 0.547068178653717, 0.736883282661438, 0.03206566721200943, 0.43311095237731934, 0.5742089748382568, 0.009168698452413082, 0.46774113178253174, 0.6485731601715088, 0.014119969680905342, 0.49125635623931885, 0.6925126314163208, 0.01349447388201952, 0.5112050771713257, 0.7272945642471313, 0.011128372512757778]",[]
11,[],"[0.42760923504829407, 0.5884093642234802, 3.893275106747751e-07, 0.41652292013168335, 0.6821625232696533, 0.009909937158226967, 0.4375236928462982, 0.7562810778617859, 0.024113299325108528, 0.45950475335121155, 0.8050245642662048, 0.0373074971139431, 0.4773674011230469, 0.8365378975868225, 0.052283696830272675, 0.5002917051315308, 0.7590827345848083, 0.03986448422074318, 0.5200297832489014, 0.8330367803573608, 0.060741547495126724, 0.5309645533561707, 0.875395655632019, 0.0717354491353035, 0.5379148125648499, 0.9003011584281921, 0.0788828507065773, 0.5186446309089661, 0.7304829359054565, 0.04294012486934662, 0.5470182299613953, 0.8067287802696228, 0.06328685581684113, 0.5600064992904663, 0.851180374622345, 0.07144417613744736, 0.5684722065925598, 0.8849295377731323, 0.07768838852643967, 0.5260594487190247, 0.7034737467765808, 0.0458437018096447, 0.547805905342102, 0.7745365500450134, 0.06454099714756012, 0.5564001798629761, 0.8179028630256653, 0.07332239300012589, 0.5608747005462646, 0.8467379808425903, 0.07917135953903198, 0.5197880268096924, 0.6818736791610718, 0.048831257969141006, 0.5323683619499207, 0.7466765642166138, 0.06851693242788315, 0.5358131527900696, 0.7839632630348206, 0.08052634447813034, 0.5361409783363342, 0.8074246644973755, 0.08936552703380585]"
12,"[0.3234418034553528, 0.419497549533844, 1.1877771299850792e-07, 0.37013307213783264, 0.40491947531700134, 0.04340365529060364, 0.4044099748134613, 0.4500676393508911, 0.066309854388237, 0.4273095428943634, 0.48442572355270386, 0.07987358421087265, 0.44052350521087646, 0.5072438716888428, 0.09251189231872559, 0.4426825940608978, 0.49902307987213135, 0.05936015397310257, 0.4826856851577759, 0.5868687629699707, 0.07271376252174377, 0.5098559856414795, 0.6433021426200867, 0.07860397547483444, 0.5298928022384644, 0.6830748319625854, 0.08168359100818634, 0.44253605604171753, 0.5331420302391052, 0.03813755884766579, 0.49290743470191956, 0.6248244643211365, 0.051390230655670166, 0.5225486755371094, 0.6826846599578857, 0.05351472645998001, 0.5472546815872192, 0.7244810461997986, 0.053371090441942215, 0.4313436448574066, 0.564534604549408, 0.018299944698810577, 0.4762433171272278, 0.6594230532646179, 0.028733300045132637, 0.5062603950500488, 0.7177083492279053, 0.026174450293183327, 0.5272219181060791, 0.7578269839286804, 0.021750301122665405, 0.40665799379348755, 0.6067360639572144, 0.0014870221493765712, 0.42743754386901855, 0.6983480453491211, 0.0125741483643651, 0.4412022531032562, 0.7534325122833252, 0.015650397166609764, 0.4526139199733734, 0.7924080491065979, 0.015502975322306156]",[]
13,"[0.3928900957107544, 0.5159398913383484, 3.9596818623977015e-07, 0.4448850750923157, 0.5070943832397461, 0.017304470762610435, 0.48290345072746277, 0.5566957592964172, 0.02231207676231861, 0.5039989352226257, 0.6148589849472046, 0.022583860903978348, 0.5070063471794128, 0.6649444103240967, 0.021415388211607933, 0.5094342231750488, 0.5934898257255554, 0.007396262139081955, 0.5522005558013916, 0.6945117115974426, -0.001032698550261557, 0.579455554485321, 0.7660106420516968, -0.006478958763182163, 0.5970717072486877, 0.820464015007019, -0.008637513965368271, 0.4997453987598419, 0.6314720511436462, -0.005962030496448278, 0.5500869154930115, 0.7436236143112183, -0.009962731041014194, 0.580441415309906, 0.8159862756729126, -0.01454812940210104, 0.6022328734397888, 0.8722677230834961, -0.017299428582191467, 0.4791412949562073, 0.6662534475326538, -0.018026217818260193, 0.5189250707626343, 0.7692858576774597, -0.021523917093873024, 0.5430082082748413, 0.8344971537590027, -0.02673822082579136, 0.5577818751335144, 0.881428062915802, -0.03057750128209591, 0.448932409286499, 0.6982338428497314, -0.028749283403158188, 0.4620351493358612, 0.7864769697189331, -0.029435593634843826, 0.4704381823539734, 0.8388360142707825, -0.029122116044163704, 0.4768720865249634, 0.8784571886062622, -0.028622949495911598]",[]
14,"[0.35350507497787476, 0.43875813484191895, 3.693139376537147e-07, 0.4032852053642273, 0.4274873733520508, 0.0143352672457695, 0.4399310350418091, 0.4745826721191406, 0.01402436476200819, 0.4613419473171234, 0.5309703350067139, 0.009103312157094479, 0.4693780541419983, 0.5751219987869263, 0.001574861933477223, 0.47374388575553894, 0.5288577675819397, -0.003910009749233723, 0.5200205445289612, 0.6332676410675049, -0.017764532938599586, 0.549283504486084, 0.6995889544487, -0.026719465851783752, 0.5715548396110535, 0.7471948266029358, -0.03205685690045357, 0.4644996225833893, 0.5679089426994324, -0.021637577563524246, 0.5210548639297485, 0.6960589289665222, -0.0354364812374115, 0.5589823722839355, 0.7789287567138672, -0.045890919864177704, 0.5885925889015198, 0.8413450717926025, -0.05263707786798477, 0.4445160925388336, 0.5980634093284607, -0.037979856133461, 0.4919636845588684, 0.7247623801231384, -0.04992131143808365, 0.5231572389602661, 0.8042364120483398, -0.05994264408946037, 0.5462160110473633, 0.8636771440505981, -0.06698984652757645, 0.414264440536499, 0.6217088103294373, -0.05274239182472229, 0.43823590874671936, 0.7193960547447205, -0.061650555580854416, 0.45423805713653564, 0.7796148657798767, -0.06535165011882782, 0.4683976173400879, 0.8301091194152832, -0.06776296347379684]",[]
15,"[0.4191857874393463, 0.570717453956604, 2.4016082988964627e-07, 0.4702952206134796, 0.5532543659210205, 0.010512429289519787, 0.5087305307388306, 0.5877552032470703, 0.01005362719297409, 0.5316770672798157, 0.6412265300750732, 0.006921292748302221, 0.5413485169410706, 0.6856321096420288, 0.002682308666408062, 0.5332706570625305, 0.6432880163192749, -0.008854408748447895, 0.5870733857154846, 0.7351805567741394, -0.019849753007292747, 0.6187852621078491, 0.7939953207969666, -0.024859627708792686, 0.6408483982086182, 0.8352693915367126, -0.026531169191002846, 0.5196954011917114, 0.6836138367652893, -0.019606446847319603, 0.5771503448486328, 0.7753799557685852, -0.02780218794941902, 0.6101735830307007, 0.8326826095581055, -0.03088882938027382, 0.6334925889968872, 0.8741167783737183, -0.031985532492399216, 0.49600034952163696, 0.7181886434555054, -0.028736984357237816, 0.5466120839118958, 0.8009145855903625, -0.03561854362487793, 0.575576901435852, 0.8515030145645142, -0.03674876689910889, 0.5939680933952332, 0.8854786157608032, -0.03664333373308182, 0.4635929763317108, 0.748220682144165, -0.03667282685637474, 0.4956272840499878, 0.821063756942749, -0.04020286351442337, 0.516569972038269, 0.8604518175125122, -0.03774204105138779, 0.5342190861701965, 0.8878691792488098, -0.03466580808162689]",[]
16,[],"[0.35537052154541016, 0.41277140378952026, 4.585674844292953e-07, 0.38177961111068726, 0.46508824825286865, 0.009063157252967358, 0.41471025347709656, 0.5338412523269653, 0.01005776971578598, 0.4408397674560547, 0.5874185562133789, 0.00694921612739563, 0.46661311388015747, 0.6226135492324829, 0.0023762083146721125, 0.46940675377845764, 0.5288859605789185, 0.008285505697131157, 0.5226802825927734, 0.6375794410705566, -0.00195702794007957, 0.5600528717041016, 0.7142840027809143, -0.01034318283200264, 0.5861942172050476, 0.7706140279769897, -0.015898901969194412, 0.47728830575942993, 0.5287254452705383, -0.0050603230483829975, 0.5307670831680298, 0.6461257338523865, -0.014879473485052586, 0.568385124206543, 0.7258737683296204, -0.024790162220597267, 0.5935283899307251, 0.788196325302124, -0.03170079365372658, 0.4742232859134674, 0.5352521538734436, -0.018543049693107605, 0.529180109500885, 0.6481963992118835, -0.02536589279770851, 0.5688073635101318, 0.7210503816604614, -0.030749186873435974, 0.5969870686531067, 0.7768741250038147, -0.03518332168459892, 0.46198150515556335, 0.5470956563949585, -0.03177401423454285, 0.5067629218101501, 0.624154269695282, -0.037818025797605515, 0.5401099920272827, 0.671435534954071, -0.03855869919061661, 0.5657482147216797, 0.7088431715965271, -0.03895937651395798]"
17,"[0.41462886333465576, 0.541033148765564, 1.4336131926029339e-07, 0.40692785382270813, 0.6571516394615173, 0.012943470850586891, 0.43475326895713806, 0.7506393194198608, 0.02432258054614067, 0.4640360176563263, 0.814649760723114, 0.029783837497234344, 0.4859234094619751, 0.8667436242103577, 0.03389361873269081, 0.502813458442688, 0.7603240609169006, 0.038973987102508545, 0.5508095026016235, 0.8318557739257812, 0.041646163910627365, 0.5810217261314392, 0.8695179224014282, 0.03795987740159035, 0.6067869663238525, 0.8967862129211426, 0.033431313931941986, 0.5165204405784607, 0.7400597929954529, 0.02475612424314022, 0.5746063590049744, 0.8160749077796936, 0.024872083216905594, 0.6153383255004883, 0.8624354600906372, 0.01406822632998228, 0.6477566957473755, 0.8927841186523438, 0.005269932094961405, 0.5252503156661987, 0.7085500359535217, 0.008649291470646858, 0.583067774772644, 0.7852461934089661, 0.006466290447860956, 0.6223968267440796, 0.8319094777107239, -0.003886230755597353, 0.6561052203178406, 0.8664735555648804, -0.012601679190993309, 0.5280908346176147, 0.6660066843032837, -0.006963161751627922, 0.5775260925292969, 0.7256613373756409, -0.012324705719947815, 0.6089848279953003, 0.7650700211524963, -0.018045850098133087, 0.6377289891242981, 0.797724723815918, -0.022698691114783287]",[]
18,"[0.4302945137023926, 0.6128668785095215, 3.606612253292951e-08, 0.4774535298347473, 0.5824469327926636, 0.043454211205244064, 0.5092146396636963, 0.6059390306472778, 0.07029314339160919, 0.5276309251785278, 0.6333047747612, 0.09062682092189789, 0.5340740084648132, 0.6606295704841614, 0.11117707192897797, 0.5399855375289917, 0.6758193373680115, 0.06256689131259918, 0.5817070603370667, 0.7565390467643738, 0.08106417953968048, 0.6017963886260986, 0.8058840036392212, 0.09087947756052017, 0.6159065961837769, 0.8391829133033752, 0.09815283864736557, 0.5303759574890137, 0.7227817177772522, 0.05047900229692459, 0.5782757997512817, 0.8072611093521118, 0.07055797427892685, 0.5987804532051086, 0.853483259677887, 0.07874108850955963, 0.6175795793533325, 0.8864323496818542, 0.08379862457513809, 0.5117784738540649, 0.7597945928573608, 0.04033220186829567, 0.5499089360237122, 0.8324251174926758, 0.060707300901412964, 0.5683900713920593, 0.8702301383018494, 0.0682498961687088, 0.580240786075592, 0.8956863880157471, 0.07169637829065323, 0.4812678396701813, 0.7909713983535767, 0.03346995264291763, 0.5059088468551636, 0.8559386134147644, 0.05941057205200195, 0.5146992206573486, 0.8811250329017639, 0.07466548681259155, 0.5194838643074036, 0.8925086855888367, 0.08365947008132935]",[]
