,Left,Right
0,[],"[0.39958420395851135, 0.2016679048538208, 4.754124063310883e-07, 0.4188574552536011, 0.2200642228126526, -0.051951877772808075, 0.4581409692764282, 0.2755812108516693, -0.07074078917503357, 0.4893871545791626, 0.3432576358318329, -0.08011876791715622, 0.511572003364563, 0.40650948882102966, -0.08690684288740158, 0.5173425078392029, 0.2581137418746948, -0.042737144976854324, 0.5550178289413452, 0.3462158739566803, -0.06495334208011627, 0.5629023909568787, 0.4204903841018677, -0.08293569833040237, 0.5636610388755798, 0.484546035528183, -0.09412067383527756, 0.5181642770767212, 0.28449660539627075, -0.021665247157216072, 0.5549668669700623, 0.3784346580505371, -0.045341841876506805, 0.5581106543540955, 0.45697540044784546, -0.06467607617378235, 0.554025411605835, 0.5256675481796265, -0.07641949504613876, 0.5114559531211853, 0.3112472891807556, -0.005067553371191025, 0.5413640141487122, 0.39906036853790283, -0.027999214828014374, 0.5422524809837341, 0.46882277727127075, -0.04557960107922554, 0.5347644090652466, 0.5291860103607178, -0.055157750844955444, 0.5013644695281982, 0.3339979946613312, 0.007740188855677843, 0.5221456289291382, 0.40164971351623535, -0.01081286370754242, 0.5250629782676697, 0.45482319593429565, -0.023611953482031822, 0.5228166580200195, 0.5043939352035522, -0.03089764527976513]"
1,[],"[0.38141828775405884, 0.17342820763587952, 5.762348678217677e-07, 0.41259312629699707, 0.1868211030960083, -0.053600557148456573, 0.4575067162513733, 0.24105197191238403, -0.06902378797531128, 0.48432794213294983, 0.3268192708492279, -0.07392462342977524, 0.5004015564918518, 0.4024737477302551, -0.07525772601366043, 0.5214360356330872, 0.21156486868858337, -0.026617446914315224, 0.5644909739494324, 0.3053057789802551, -0.035462696105241776, 0.5723371505737305, 0.3832251727581024, -0.04709802195429802, 0.5707055926322937, 0.4464939832687378, -0.05528511852025986, 0.5113853216171265, 0.24219954013824463, -0.0005993129452690482, 0.5508532524108887, 0.33726394176483154, -0.008068596944212914, 0.5568410754203796, 0.4118889570236206, -0.022733330726623535, 0.5539096593856812, 0.4736294150352478, -0.033669039607048035, 0.4952923655509949, 0.27099117636680603, 0.020419498905539513, 0.5260660648345947, 0.3588044047355652, 0.012333374470472336, 0.5325437188148499, 0.41862428188323975, -0.002593621611595154, 0.5286014080047607, 0.4695058763027191, -0.012750358320772648, 0.4762924313545227, 0.3021363914012909, 0.03708143159747124, 0.49870872497558594, 0.37060806155204773, 0.030718665570020676, 0.5068825483322144, 0.4166434407234192, 0.021941684186458588, 0.5082431435585022, 0.45811426639556885, 0.016057442873716354]"
2,[],"[0.3900667428970337, 0.17262132465839386, 4.5536950210589566e-07, 0.41474205255508423, 0.21108268201351166, -0.04377657547593117, 0.4663332402706146, 0.25529444217681885, -0.05253564193844795, 0.5074538588523865, 0.3002099096775055, -0.050602611154317856, 0.53693687915802, 0.33455854654312134, -0.043393347412347794, 0.5158817172050476, 0.15846997499465942, -0.035095274448394775, 0.5603225231170654, 0.27052345871925354, -0.051264405250549316, 0.5540504455566406, 0.3523445725440979, -0.06122387945652008, 0.5399250984191895, 0.4091015160083771, -0.0647173747420311, 0.5183056592941284, 0.16484898328781128, -0.011669221334159374, 0.5562090277671814, 0.27833569049835205, -0.028463205322623253, 0.5443680286407471, 0.35657140612602234, -0.03930912911891937, 0.526556670665741, 0.4112507700920105, -0.04337285831570625, 0.5156028270721436, 0.18533261120319366, 0.008239327929913998, 0.5431416034698486, 0.2905040979385376, -0.0078010885044932365, 0.5337985754013062, 0.35469865798950195, -0.018609371036291122, 0.5200901627540588, 0.399885892868042, -0.02222089096903801, 0.5098455548286438, 0.210862934589386, 0.025112546980381012, 0.5265852808952332, 0.2906770706176758, 0.011043463833630085, 0.5212859511375427, 0.34090444445610046, 0.001849612221121788, 0.5125347375869751, 0.37841248512268066, -0.0008214527042582631]"
3,"[0.400224506855011, 0.3350253999233246, 4.025708335575473e-07, 0.46747294068336487, 0.3190430998802185, 0.004957192111760378, 0.5165507793426514, 0.37694260478019714, 0.000903165084309876, 0.5462480783462524, 0.4587566554546356, -0.005954500753432512, 0.5712006688117981, 0.5085667371749878, -0.012349653989076614, 0.5444537401199341, 0.4041096866130829, 0.0018108166987076402, 0.5570759177207947, 0.5449801087379456, -0.01190545130521059, 0.5656183958053589, 0.6285221576690674, -0.022652601823210716, 0.5703951716423035, 0.6830432415008545, -0.02961483784019947, 0.5300278067588806, 0.45228689908981323, -0.011081758886575699, 0.5451958179473877, 0.6024959683418274, -0.019201530143618584, 0.5572137832641602, 0.6831104755401611, -0.025194888934493065, 0.5688149929046631, 0.7408621311187744, -0.030267782509326935, 0.5041273832321167, 0.49740758538246155, -0.02489115670323372, 0.5175530314445496, 0.6446974277496338, -0.032699521631002426, 0.5294380784034729, 0.7156802415847778, -0.03310079872608185, 0.543350875377655, 0.7654393911361694, -0.034464601427316666, 0.4670645594596863, 0.5418737530708313, -0.03908046707510948, 0.4703097343444824, 0.6514853239059448, -0.04319637268781662, 0.47884583473205566, 0.7012211680412292, -0.0397304929792881, 0.49178099632263184, 0.736355185508728, -0.03720706328749657]",[]
4,"[0.4280105233192444, 0.3775688409805298, -3.69339794303869e-08, 0.48716995120048523, 0.3572968542575836, 0.024534307420253754, 0.5315244793891907, 0.4028584361076355, 0.03149833530187607, 0.5569837093353271, 0.4498564302921295, 0.03296399116516113, 0.5770742893218994, 0.48675012588500977, 0.034099455922842026, 0.565723180770874, 0.48657456040382385, 0.01726672798395157, 0.5700690746307373, 0.6286187171936035, 0.020238513126969337, 0.5594791173934937, 0.6821940541267395, 0.023221716284751892, 0.5500368475914001, 0.6966757774353027, 0.025606781244277954, 0.5421946048736572, 0.5307097434997559, 0.001266678562387824, 0.5453863143920898, 0.6771992444992065, 0.008092254400253296, 0.5265408158302307, 0.704420268535614, 0.013164608739316463, 0.5126367807388306, 0.6926407814025879, 0.015209340490400791, 0.5070987939834595, 0.5587605237960815, -0.012741674669086933, 0.5019659996032715, 0.69439697265625, -0.004224760923534632, 0.4822247624397278, 0.692340075969696, 0.0043673827312886715, 0.4711628556251526, 0.6631268262863159, 0.0071489522233605385, 0.46463456749916077, 0.5740576386451721, -0.024869268760085106, 0.4607415199279785, 0.6617007255554199, -0.012462431564927101, 0.4488455057144165, 0.6512150168418884, -0.00045609325752593577, 0.44276905059814453, 0.6214972734451294, 0.006093830801546574]",[]
5,"[0.4405881464481354, 0.4211714267730713, -2.9831218739673204e-07, 0.5118375420570374, 0.44636857509613037, 0.01635957881808281, 0.5505344867706299, 0.5272189378738403, 0.025122782215476036, 0.5673060417175293, 0.6126258969306946, 0.030394209548830986, 0.5742580890655518, 0.6731720566749573, 0.038366734981536865, 0.5466619729995728, 0.6150369048118591, 0.027783801779150963, 0.5347379446029663, 0.7318832278251648, 0.03483375534415245, 0.5232912302017212, 0.7180547118186951, 0.040164802223443985, 0.520343542098999, 0.6779968738555908, 0.04445350542664528, 0.5118527412414551, 0.6363215446472168, 0.01911720633506775, 0.5064777135848999, 0.7505500316619873, 0.03135887160897255, 0.4978730380535126, 0.726277232170105, 0.03804413229227066, 0.49877437949180603, 0.6841790676116943, 0.041352156549692154, 0.4746031165122986, 0.6370701193809509, 0.010982421226799488, 0.4671025574207306, 0.7363041043281555, 0.023964963853359222, 0.46089595556259155, 0.7044758200645447, 0.03522481024265289, 0.4614667594432831, 0.6615691184997559, 0.03946972265839577, 0.43489211797714233, 0.622367799282074, 0.003662729635834694, 0.4317531883716583, 0.6714774370193481, 0.02043292671442032, 0.42912042140960693, 0.646338701248169, 0.034685082733631134, 0.4306716322898865, 0.6154155135154724, 0.04251346364617348]",[]
6,"[0.44848185777664185, 0.469077467918396, -3.549289431248326e-07, 0.509708821773529, 0.5274103283882141, 0.05480928346514702, 0.5247148871421814, 0.5968565344810486, 0.09899807721376419, 0.5165084600448608, 0.6499204039573669, 0.13736572861671448, 0.49862563610076904, 0.6809186935424805, 0.17934469878673553, 0.5148711204528809, 0.6962518095970154, 0.09806058555841446, 0.5031688213348389, 0.7663767337799072, 0.1441427618265152, 0.48755353689193726, 0.740841269493103, 0.17502309381961823, 0.48528122901916504, 0.7037633657455444, 0.19553419947624207, 0.4717034101486206, 0.7040894031524658, 0.09115050733089447, 0.4559918940067291, 0.780193030834198, 0.13914166390895844, 0.4436458349227905, 0.7514917850494385, 0.16260045766830444, 0.44563865661621094, 0.7149621248245239, 0.17749224603176117, 0.4319508671760559, 0.6828686594963074, 0.08687818050384521, 0.4131380617618561, 0.724567174911499, 0.12822817265987396, 0.4137594401836395, 0.6969931125640869, 0.1395101696252823, 0.4201960563659668, 0.6706684231758118, 0.1431303322315216, 0.39662671089172363, 0.6444084644317627, 0.0873289629817009, 0.39175930619239807, 0.65279620885849, 0.12283709645271301, 0.3968086838722229, 0.626970112323761, 0.13562962412834167, 0.4048686623573303, 0.6019266843795776, 0.14177803695201874]",[]
7,"[0.4179661273956299, 0.3867480754852295, 1.0414374251865866e-08, 0.5076743960380554, 0.3842889666557312, 0.009301656857132912, 0.5625805854797363, 0.46427667140960693, 0.011977389454841614, 0.5780673027038574, 0.5580613017082214, 0.012245845049619675, 0.5746520161628723, 0.6268894076347351, 0.01250298973172903, 0.5586346387863159, 0.540558397769928, 0.003854459384456277, 0.5849459767341614, 0.6503335237503052, 0.005192780867218971, 0.5860529541969299, 0.6837891340255737, 0.005738554056733847, 0.5820186734199524, 0.698046088218689, 0.0063891117461025715, 0.5203235745429993, 0.584312915802002, -0.0024667989928275347, 0.5505313873291016, 0.684065580368042, 0.0072782631032168865, 0.5552762150764465, 0.6971744298934937, 0.011901210062205791, 0.5534786581993103, 0.6924785375595093, 0.012478308752179146, 0.48129063844680786, 0.6112606525421143, -0.007486492395401001, 0.5122650265693665, 0.6914305090904236, 0.0034664866980165243, 0.5176849961280823, 0.6841133832931519, 0.012531650252640247, 0.5158392190933228, 0.6638314127922058, 0.015743106603622437, 0.4450211524963379, 0.6212837100028992, -0.012093335390090942, 0.47326964139938354, 0.6744993329048157, 0.002626820933073759, 0.4787658452987671, 0.6634935140609741, 0.017555218189954758, 0.47570735216140747, 0.6405936479568481, 0.026906048879027367]",[]
8,"[0.38201361894607544, 0.3716265559196472, 3.256820946262451e-07, 0.4585185647010803, 0.3524114191532135, 0.014095121063292027, 0.5133044123649597, 0.40859031677246094, 0.01738196611404419, 0.537661075592041, 0.49448704719543457, 0.018630314618349075, 0.543477475643158, 0.5614632368087769, 0.019872797653079033, 0.5361143946647644, 0.44759678840637207, -0.0004698538687080145, 0.5718657970428467, 0.575928270816803, -0.0025411651004105806, 0.5783963203430176, 0.6482781171798706, -0.0022087807301431894, 0.581096887588501, 0.7013744115829468, -0.0015571307158097625, 0.5088097453117371, 0.5045868158340454, -0.010435755364596844, 0.5431635975837708, 0.6336082816123962, -0.008399544283747673, 0.5542018413543701, 0.7068256139755249, -0.005802088417112827, 0.5611746311187744, 0.7607198357582092, -0.004679346457123756, 0.4729371666908264, 0.551506757736206, -0.018509620800614357, 0.5024039149284363, 0.6636593341827393, -0.015599953010678291, 0.5156373977661133, 0.7314659953117371, -0.011726760305464268, 0.5245380997657776, 0.7800865173339844, -0.010256282985210419, 0.43323516845703125, 0.5840438604354858, -0.02526727132499218, 0.4554784297943115, 0.6675057411193848, -0.017681311815977097, 0.4667670726776123, 0.7102715373039246, -0.00789734348654747, 0.4760429859161377, 0.7413203716278076, -0.001244699233211577]",[]
9,"[0.35679417848587036, 0.3590300977230072, 4.5371126589088817e-07, 0.42479628324508667, 0.3151196241378784, 0.011193901300430298, 0.4817744195461273, 0.35572880506515503, 0.01216789148747921, 0.5175517797470093, 0.4348558783531189, 0.012792116031050682, 0.5350967049598694, 0.5010690689086914, 0.012982514686882496, 0.5060670971870422, 0.41841575503349304, -0.014244559220969677, 0.5576399564743042, 0.5504347681999207, -0.020740685984492302, 0.5743675231933594, 0.6314900517463684, -0.0206387210637331, 0.5822678208351135, 0.692894458770752, -0.01879149302840233, 0.479033887386322, 0.4829678237438202, -0.02170940488576889, 0.526380181312561, 0.6314939856529236, -0.02584066055715084, 0.540512204170227, 0.7203657627105713, -0.023225698620080948, 0.5453627109527588, 0.7833966612815857, -0.02038157358765602, 0.4452536702156067, 0.5314443707466125, -0.02639809064567089, 0.48815953731536865, 0.6606448888778687, -0.028896057978272438, 0.5052015781402588, 0.7366670370101929, -0.024154342710971832, 0.51426100730896, 0.7880938649177551, -0.020275086164474487, 0.4068678617477417, 0.5653713941574097, -0.029259223490953445, 0.439383864402771, 0.669295072555542, -0.02566877193748951, 0.45596131682395935, 0.7225606441497803, -0.016112016513943672, 0.46873122453689575, 0.7576044201850891, -0.008299312554299831]",[]
