,Left,Right
0,"[0.3762543797492981, 0.4970664978027344, -3.459874164946086e-07, 0.41847383975982666, 0.4363711476325989, 0.005982507951557636, 0.4689237177371979, 0.44487351179122925, 0.004769366234540939, 0.5180081725120544, 0.4998512268066406, 0.0017015003832057118, 0.5471209287643433, 0.5448359251022339, 0.0008247398654930294, 0.4955109655857086, 0.43148404359817505, -0.0006524616037495434, 0.5371675491333008, 0.5259050726890564, -0.008366984315216541, 0.5136539936065674, 0.5427138209342957, -0.00934959389269352, 0.4930070638656616, 0.5297055244445801, -0.007589052431285381, 0.4977138936519623, 0.4852637052536011, -0.0071366336196660995, 0.5387837886810303, 0.5712847709655762, -0.008451862260699272, 0.5147469639778137, 0.5756863951683044, -0.003514769021421671, 0.4926206171512604, 0.5539548397064209, 0.0004499172791838646, 0.49224013090133667, 0.5439212918281555, -0.013712211512029171, 0.5240622162818909, 0.6025674343109131, -0.012478850781917572, 0.5015245079994202, 0.5994130373001099, -0.002715149661526084, 0.4816124439239502, 0.5810058116912842, 0.0031064385548233986, 0.4818035364151001, 0.6018733382225037, -0.02002640627324581, 0.5048798322677612, 0.6352893114089966, -0.011997032910585403, 0.484824001789093, 0.6250680685043335, 0.00010963038948830217, 0.4679979979991913, 0.610579252243042, 0.008019102737307549]",[]
1,"[0.34852075576782227, 0.4705527126789093, -3.5029268019570736e-07, 0.39284366369247437, 0.40093305706977844, 0.01121571660041809, 0.43729865550994873, 0.40121185779571533, 0.005821978207677603, 0.472930371761322, 0.454550564289093, -0.0038741319440305233, 0.48921167850494385, 0.5137372016906738, -0.012523313984274864, 0.4727228581905365, 0.3855486214160919, -0.006659985985606909, 0.5056392550468445, 0.49124956130981445, -0.016001394018530846, 0.47877588868141174, 0.5214303731918335, -0.017652753740549088, 0.4562714993953705, 0.5128795504570007, -0.016860567033290863, 0.4815511405467987, 0.44178032875061035, -0.017356377094984055, 0.5080841779708862, 0.5408547520637512, -0.019174911081790924, 0.482124000787735, 0.5491264462471008, -0.015130048617720604, 0.4613026976585388, 0.5253649950027466, -0.013561290688812733, 0.4801107347011566, 0.5063588619232178, -0.027135854586958885, 0.4964202046394348, 0.5824975371360779, -0.023043012246489525, 0.47091755270957947, 0.5818855166435242, -0.014372756704688072, 0.4524651765823364, 0.5583603382110596, -0.011994154192507267, 0.47194916009902954, 0.5722179412841797, -0.03651698678731918, 0.4769498407840729, 0.6174618005752563, -0.02662079967558384, 0.45316067337989807, 0.6085087656974792, -0.016197137534618378, 0.43705040216445923, 0.5869977474212646, -0.01071359496563673]",[]
2,"[0.3509839177131653, 0.4545474350452423, -2.611324703138962e-07, 0.4062647819519043, 0.4050925076007843, 0.006547968834638596, 0.4593144655227661, 0.43323737382888794, 0.0030844316352158785, 0.5081234574317932, 0.49216732382774353, -0.003830618690699339, 0.5473983287811279, 0.5232900381088257, -0.00961890909820795, 0.49158909916877747, 0.4410354495048523, -0.003914227243512869, 0.5212337970733643, 0.5671687126159668, -0.015737762674689293, 0.5141971707344055, 0.6075646281242371, -0.021263599395751953, 0.5070118308067322, 0.6136279702186584, -0.023892495781183243, 0.48912760615348816, 0.4974081814289093, -0.013801611959934235, 0.49733760952949524, 0.6035768985748291, -0.020565371960401535, 0.4758816361427307, 0.6048257946968079, -0.019888443872332573, 0.4607073664665222, 0.5765519738197327, -0.020162565633654594, 0.47451648116111755, 0.553796648979187, -0.023551490157842636, 0.4827333390712738, 0.6408658027648926, -0.02614571340382099, 0.460432231426239, 0.6346415281295776, -0.015910835936665535, 0.4448545575141907, 0.6078940033912659, -0.010796618647873402, 0.4543420374393463, 0.6058233380317688, -0.03349144011735916, 0.4552452564239502, 0.6622138023376465, -0.030461957678198814, 0.4381610155105591, 0.6532546877861023, -0.020672990009188652, 0.42821723222732544, 0.6303871870040894, -0.013909942470490932]",[]
3,[],"[0.32350626587867737, 0.48123422265052795, 2.810062653679779e-07, 0.3342567980289459, 0.4795773923397064, -0.02999238297343254, 0.3673218786716461, 0.5007963180541992, -0.041128527373075485, 0.40478819608688354, 0.5387299656867981, -0.04736146330833435, 0.436383992433548, 0.5624424815177917, -0.05077468231320381, 0.42334967851638794, 0.44874435663223267, -0.027493473142385483, 0.47057509422302246, 0.47720423340797424, -0.046384699642658234, 0.47511518001556396, 0.5322903394699097, -0.05887124314904213, 0.4652974605560303, 0.5762336254119873, -0.06457594782114029, 0.4339155852794647, 0.47382688522338867, -0.016457026824355125, 0.4824431240558624, 0.5080292224884033, -0.033984679728746414, 0.4838290512561798, 0.5587364435195923, -0.04472954943776131, 0.47137880325317383, 0.5937801599502563, -0.04938348010182381, 0.43660619854927063, 0.5021690130233765, -0.008465885184705257, 0.48084577918052673, 0.5288630127906799, -0.022336332127451897, 0.4846601188182831, 0.5723162889480591, -0.031468357890844345, 0.47558677196502686, 0.6034531593322754, -0.03516571968793869, 0.43473243713378906, 0.5250978469848633, -0.0028545341920107603, 0.46684730052948, 0.5435532927513123, -0.013986104167997837, 0.4752437174320221, 0.5756519436836243, -0.021723223850131035, 0.4734298288822174, 0.6027356386184692, -0.024904407560825348]"
4,[],"[0.31386685371398926, 0.4122571349143982, 3.2150350648407766e-07, 0.32519763708114624, 0.44973355531692505, -0.04057072475552559, 0.3642132878303528, 0.4870147705078125, -0.05790865421295166, 0.404917448759079, 0.5302447080612183, -0.06679661571979523, 0.4377124011516571, 0.5527842044830322, -0.07129226624965668, 0.42328646779060364, 0.3953285217285156, -0.05321448668837547, 0.4691494405269623, 0.462788462638855, -0.07582307606935501, 0.46366026997566223, 0.5283505320549011, -0.08694108575582504, 0.45157939195632935, 0.5707054734230042, -0.09136863052845001, 0.4357210397720337, 0.4048476815223694, -0.03761627897620201, 0.4868290424346924, 0.48286953568458557, -0.06222298741340637, 0.4740903079509735, 0.5458613038063049, -0.07106181979179382, 0.4574834108352661, 0.5794613361358643, -0.07301442325115204, 0.4396892189979553, 0.4318060278892517, -0.024348184466362, 0.483924001455307, 0.5111923217773438, -0.045281488448381424, 0.47864437103271484, 0.5707234740257263, -0.05163347348570824, 0.47155582904815674, 0.6049423217773438, -0.05149001255631447, 0.4402379095554352, 0.46091434359550476, -0.013537434861063957, 0.47670191526412964, 0.5362441539764404, -0.028092099353671074, 0.48459842801094055, 0.5961617231369019, -0.03389928862452507, 0.4896869361400604, 0.6363688707351685, -0.03491507098078728]"
5,[],"[0.32198286056518555, 0.4273708164691925, 1.6411185299602948e-07, 0.3357793092727661, 0.4198812246322632, -0.038209713995456696, 0.370885968208313, 0.4421663284301758, -0.05502485856413841, 0.40687108039855957, 0.4948807954788208, -0.06441506743431091, 0.43501392006874084, 0.5317080020904541, -0.06989419460296631, 0.43379080295562744, 0.39238423109054565, -0.04694505035877228, 0.47804492712020874, 0.44079697132110596, -0.06970231980085373, 0.47362664341926575, 0.49808743596076965, -0.08272073417901993, 0.4603513181209564, 0.5418423414230347, -0.0883934423327446, 0.44534924626350403, 0.4243019223213196, -0.032658085227012634, 0.49611419439315796, 0.47571709752082825, -0.056260280311107635, 0.482485294342041, 0.5214182138442993, -0.06585180759429932, 0.46195539832115173, 0.5464922189712524, -0.0681154876947403, 0.4486522376537323, 0.4622247815132141, -0.02085576392710209, 0.4928988814353943, 0.5081021189689636, -0.040342777967453, 0.48414087295532227, 0.5420254468917847, -0.04602910578250885, 0.4710618555545807, 0.5610649585723877, -0.04531029239296913, 0.4474920332431793, 0.4974803924560547, -0.011605007573962212, 0.4880054295063019, 0.5493091940879822, -0.023105580359697342, 0.5023574829101562, 0.586052656173706, -0.027563419193029404, 0.5121071338653564, 0.6095259189605713, -0.028092335909605026]"
6,[],"[0.32113713026046753, 0.4629212021827698, 1.6685461901033705e-08, 0.3399910032749176, 0.43654119968414307, -0.03567535802721977, 0.3788853883743286, 0.44697022438049316, -0.05406174808740616, 0.41448545455932617, 0.49878832697868347, -0.06774277985095978, 0.43995702266693115, 0.541522204875946, -0.07714484632015228, 0.4428999722003937, 0.4366125762462616, -0.03928948566317558, 0.48664921522140503, 0.47116443514823914, -0.06767216324806213, 0.47296130657196045, 0.5101460218429565, -0.08467845618724823, 0.45390668511390686, 0.5369248986244202, -0.09174609929323196, 0.4501613676548004, 0.47209107875823975, -0.0294207651168108, 0.49583786725997925, 0.5111629962921143, -0.05938226357102394, 0.4744934141635895, 0.5380389094352722, -0.07174456864595413, 0.4508421719074249, 0.5470019578933716, -0.07411068677902222, 0.45010486245155334, 0.5076190233230591, -0.023277519270777702, 0.49065908789634705, 0.5455009341239929, -0.048814743757247925, 0.47550103068351746, 0.563639760017395, -0.0543387196958065, 0.45762020349502563, 0.5659242272377014, -0.05111905187368393, 0.4462120831012726, 0.5401063561439514, -0.019550848752260208, 0.4854467809200287, 0.5860818028450012, -0.03392212092876434, 0.49724656343460083, 0.612633466720581, -0.037513695657253265, 0.5036435127258301, 0.6253554821014404, -0.03598615899682045]"
7,"[0.31731802225112915, 0.4436025321483612, 1.6996608565023053e-07, 0.33441442251205444, 0.44854122400283813, -0.02651805803179741, 0.37503582239151, 0.4681538939476013, -0.036882299929857254, 0.4129146337509155, 0.508480966091156, -0.04445100575685501, 0.44297704100608826, 0.533263623714447, -0.049397364258766174, 0.4327618181705475, 0.4321524202823639, -0.0190032497048378, 0.47428929805755615, 0.45581820607185364, -0.039167169481515884, 0.4740971326828003, 0.503173291683197, -0.0536232627928257, 0.4669122099876404, 0.5416672825813293, -0.061034124344587326, 0.4418349862098694, 0.44504162669181824, -0.013671204447746277, 0.4907256066799164, 0.4749625325202942, -0.035120297223329544, 0.48198944330215454, 0.521885097026825, -0.04787832498550415, 0.46664613485336304, 0.551952600479126, -0.05271561071276665, 0.44345957040786743, 0.4596151113510132, -0.011994464322924614, 0.4854763448238373, 0.49241411685943604, -0.03209739178419113, 0.4800136685371399, 0.533184826374054, -0.04131506755948067, 0.467445433139801, 0.5554028153419495, -0.04272308573126793, 0.4409845471382141, 0.4699209928512573, -0.012427459470927715, 0.47638076543807983, 0.4974575638771057, -0.026998423039913177, 0.48120927810668945, 0.5329263806343079, -0.033202946186065674, 0.4776226878166199, 0.5576961040496826, -0.0342225581407547]",[]
8,[],"[0.31577134132385254, 0.4679054021835327, 1.879979265595466e-07, 0.3206526041030884, 0.45663291215896606, -0.04767372086644173, 0.3539162874221802, 0.47281575202941895, -0.06802698224782944, 0.39358896017074585, 0.5142263770103455, -0.07841526716947556, 0.42775315046310425, 0.543976902961731, -0.08486256748437881, 0.4194057285785675, 0.4252315163612366, -0.06063579022884369, 0.46316951513290405, 0.4587230682373047, -0.08383399993181229, 0.4611528217792511, 0.5113939642906189, -0.0960192084312439, 0.4484127163887024, 0.5562345385551453, -0.10189461708068848, 0.43829676508903503, 0.45921891927719116, -0.04115956649184227, 0.4865398108959198, 0.5018200874328613, -0.0633409395813942, 0.46862226724624634, 0.5412063002586365, -0.07001253217458725, 0.444170743227005, 0.5617436766624451, -0.07142817974090576, 0.44544360041618347, 0.4975939989089966, -0.02446034923195839, 0.48572883009910583, 0.5299931764602661, -0.044192805886268616, 0.46744653582572937, 0.5546688437461853, -0.04837527126073837, 0.4466637969017029, 0.56307452917099, -0.047385234385728836, 0.447335422039032, 0.5327172875404358, -0.01095279399305582, 0.48055949807167053, 0.5580670237541199, -0.026219576597213745, 0.46973124146461487, 0.5768383741378784, -0.03143332898616791, 0.4546261727809906, 0.5845270752906799, -0.03178596869111061]"
9,[],"[0.3455069959163666, 0.4652668833732605, -2.6164721589339024e-07, 0.3836938142776489, 0.42688432335853577, -0.023142265155911446, 0.4363337457180023, 0.4365803599357605, -0.033846061676740646, 0.47619298100471497, 0.49127164483070374, -0.044184017926454544, 0.4924606680870056, 0.5400068163871765, -0.04919248819351196, 0.4811455309391022, 0.4668523073196411, -0.0075950403697788715, 0.5281875133514404, 0.4949355125427246, -0.03596608340740204, 0.5004222989082336, 0.4871859550476074, -0.052346423268318176, 0.47159242630004883, 0.47704312205314636, -0.05618850141763687, 0.4773609936237335, 0.4991540312767029, -0.0038459133356809616, 0.5180736780166626, 0.5213533639907837, -0.034273069351911545, 0.48895514011383057, 0.507800817489624, -0.046284593641757965, 0.4632962644100189, 0.49370458722114563, -0.04571637883782387, 0.47127628326416016, 0.5306420922279358, -0.005208804737776518, 0.5091326236724854, 0.5500427484512329, -0.03135199844837189, 0.4854269325733185, 0.5294869542121887, -0.03315424546599388, 0.4615100622177124, 0.511833906173706, -0.02481076493859291, 0.4640641212463379, 0.5627454519271851, -0.008640192449092865, 0.5034189820289612, 0.6066446304321289, -0.019126012921333313, 0.5176857113838196, 0.6202667951583862, -0.01857897639274597, 0.5272613763809204, 0.6285041570663452, -0.013294938020408154]"
