,Left,Right
0,"[0.3531234860420227, 0.3765525221824646, -2.865591852696525e-07, 0.36205771565437317, 0.47153398394584656, 0.013756504282355309, 0.3858492970466614, 0.5404686331748962, 0.012461422942578793, 0.39988401532173157, 0.5971652865409851, 0.0033920530695468187, 0.4132295250892639, 0.6401355862617493, -0.005536672659218311, 0.4523669183254242, 0.5118870139122009, 0.012871526181697845, 0.4595637321472168, 0.6181704998016357, -0.00921548716723919, 0.41949376463890076, 0.643004298210144, -0.02234918437898159, 0.3858342170715332, 0.6336358785629272, -0.026601051911711693, 0.4588783383369446, 0.48889556527137756, -0.005500584375113249, 0.4704648554325104, 0.6200881600379944, -0.03219848871231079, 0.4197772443294525, 0.6398236751556396, -0.04133879393339157, 0.3846287429332733, 0.6196748614311218, -0.040616173297166824, 0.45684853196144104, 0.46277621388435364, -0.02556028962135315, 0.4793505072593689, 0.5870612263679504, -0.05213450640439987, 0.4318658411502838, 0.6153315305709839, -0.05368034914135933, 0.39839398860931396, 0.6067888736724854, -0.047070588916540146, 0.4464530646800995, 0.4365170896053314, -0.04402555152773857, 0.4707554578781128, 0.5062830448150635, -0.0644419714808464, 0.4711589515209198, 0.5509991645812988, -0.06856352835893631, 0.47068238258361816, 0.5789747834205627, -0.06733664870262146]",[]
1,"[0.3631144165992737, 0.3606060743331909, 2.453955687542475e-07, 0.3828195631504059, 0.42280304431915283, -0.011232400313019753, 0.4106277823448181, 0.4864710569381714, -0.033283937722444534, 0.4251200258731842, 0.5523515939712524, -0.05609235540032387, 0.4337860941886902, 0.6149299144744873, -0.07950963079929352, 0.46161818504333496, 0.4834393262863159, -0.055838558822870255, 0.48172396421432495, 0.5741443634033203, -0.09663951396942139, 0.45438528060913086, 0.6310127377510071, -0.12282878160476685, 0.4245215058326721, 0.6541647911071777, -0.13713547587394714, 0.45303088426589966, 0.4598159193992615, -0.06773117929697037, 0.4678589105606079, 0.5681318640708923, -0.112428680062294, 0.4272097647190094, 0.6353082656860352, -0.1335725635290146, 0.38929980993270874, 0.6550040245056152, -0.144107848405838, 0.4351521134376526, 0.44335639476776123, -0.07963244616985321, 0.4507114589214325, 0.5396060347557068, -0.11639205366373062, 0.4173908531665802, 0.6080291271209717, -0.12781131267547607, 0.38472968339920044, 0.6323444843292236, -0.1316150277853012, 0.4109773337841034, 0.42829829454421997, -0.09142399579286575, 0.4169575870037079, 0.5088703036308289, -0.1181362047791481, 0.39880457520484924, 0.5625028014183044, -0.12647713720798492, 0.3773878812789917, 0.5881330966949463, -0.13023293018341064]",[]
2,[],"[0.31731560826301575, 0.4157107472419739, 1.8651807920377905e-07, 0.3531494438648224, 0.3807406425476074, -0.03625595197081566, 0.3898792564868927, 0.384182870388031, -0.06104855239391327, 0.4140395522117615, 0.4284393787384033, -0.08194156736135483, 0.4287244379520416, 0.4806997776031494, -0.10065107047557831, 0.4395037591457367, 0.46491575241088867, -0.04530606418848038, 0.47176116704940796, 0.531923234462738, -0.07909854501485825, 0.45824718475341797, 0.5782122015953064, -0.10404843837022781, 0.43249672651290894, 0.6035706400871277, -0.117856465280056, 0.4206848442554474, 0.5233576893806458, -0.04024415835738182, 0.45606836676597595, 0.597856879234314, -0.07606163620948792, 0.43374156951904297, 0.6389786005020142, -0.09942667931318283, 0.401737779378891, 0.6472072601318359, -0.11064013093709946, 0.39486977458000183, 0.569307804107666, -0.03830140456557274, 0.42551228404045105, 0.6375404000282288, -0.0685010626912117, 0.4080401062965393, 0.6694620251655579, -0.08060070127248764, 0.38168349862098694, 0.6688753366470337, -0.08321712911128998, 0.3644123673439026, 0.6001622080802917, -0.038811106234788895, 0.38561007380485535, 0.6611931920051575, -0.059024397283792496, 0.38029009103775024, 0.6789653301239014, -0.06514649838209152, 0.36457687616348267, 0.6725913286209106, -0.06582145392894745]"
3,"[0.31362584233283997, 0.41850700974464417, 1.108973606278596e-07, 0.31863152980804443, 0.49244555830955505, -0.017203321680426598, 0.3360612988471985, 0.5666083693504333, -0.025169333443045616, 0.35176312923431396, 0.6261602640151978, -0.033783961087465286, 0.36847051978111267, 0.6605315208435059, -0.04015189781785011, 0.4204603433609009, 0.5194425582885742, -0.001847184612415731, 0.45140671730041504, 0.5588539838790894, -0.02634904347360134, 0.4315264821052551, 0.6039748787879944, -0.047800157219171524, 0.4060731828212738, 0.623245894908905, -0.05973166972398758, 0.4260466694831848, 0.5157849192619324, -0.0030954519752413034, 0.4587053656578064, 0.5803424715995789, -0.03090657852590084, 0.42866018414497375, 0.6267761588096619, -0.051781684160232544, 0.3944918215274811, 0.6333878040313721, -0.061417799443006516, 0.4249647259712219, 0.5092809796333313, -0.008266163058578968, 0.45578816533088684, 0.5756086111068726, -0.03522661700844765, 0.42625710368156433, 0.6240704655647278, -0.048083577305078506, 0.39521324634552, 0.6311025023460388, -0.05072707310318947, 0.41826775670051575, 0.4951256215572357, -0.014832749031484127, 0.4360674023628235, 0.5562682747840881, -0.0359056256711483, 0.4171111285686493, 0.5957584381103516, -0.04364226758480072, 0.3930571377277374, 0.6055591702461243, -0.04506326839327812]",[]
4,[],"[0.328637957572937, 0.3854033946990967, 2.9472309037714695e-08, 0.31093284487724304, 0.4857810437679291, -0.02763352543115616, 0.3233012557029724, 0.5920208096504211, -0.04390815645456314, 0.3463183045387268, 0.6531497836112976, -0.053230881690979004, 0.36648911237716675, 0.6423853635787964, -0.05837961286306381, 0.4238809049129486, 0.49321240186691284, -0.06302069127559662, 0.45456641912460327, 0.6096944808959961, -0.08554355800151825, 0.415958046913147, 0.6347067356109619, -0.08883106708526611, 0.3822314143180847, 0.6098653078079224, -0.08487945050001144, 0.447948694229126, 0.4501875936985016, -0.05315383896231651, 0.47097501158714294, 0.5985462069511414, -0.07495599240064621, 0.42268404364585876, 0.6226128935813904, -0.07384000718593597, 0.3890935480594635, 0.5910775065422058, -0.06868000328540802, 0.46123379468917847, 0.4261326789855957, -0.04292268678545952, 0.4796238839626312, 0.5727484226226807, -0.06203610822558403, 0.43441447615623474, 0.5922614336013794, -0.05583369731903076, 0.4033832848072052, 0.5633669495582581, -0.04726749658584595, 0.46637237071990967, 0.40981876850128174, -0.033633388578891754, 0.48318448662757874, 0.5236355662345886, -0.04936729371547699, 0.44976428151130676, 0.542760968208313, -0.046611569821834564, 0.4228114187717438, 0.5220870971679688, -0.04117956385016441]"
5,"[0.379932701587677, 0.3560667335987091, -1.3090910044866177e-07, 0.39597368240356445, 0.41709980368614197, 0.01492853369563818, 0.426769882440567, 0.46334561705589294, 0.018543828278779984, 0.44766953587532043, 0.5049197673797607, 0.016162345185875893, 0.4589212238788605, 0.5491593480110168, 0.013636504299938679, 0.47841116786003113, 0.4437502920627594, 0.018085744231939316, 0.4826752841472626, 0.5322147011756897, 0.004908094648271799, 0.4620359539985657, 0.5639500021934509, -0.004245330113917589, 0.43937334418296814, 0.5681084394454956, -0.007445714436471462, 0.47568246722221375, 0.4396195411682129, 0.0045039234682917595, 0.47614413499832153, 0.5473580360412598, -0.011823995970189571, 0.44753801822662354, 0.568955659866333, -0.020781321451067924, 0.4232383072376251, 0.5684738755226135, -0.022118743509054184, 0.46353089809417725, 0.4438362419605255, -0.009866642765700817, 0.47244518995285034, 0.541835606098175, -0.025102553889155388, 0.44974973797798157, 0.5690120458602905, -0.029676716774702072, 0.4302927255630493, 0.575164794921875, -0.027753805741667747, 0.44389915466308594, 0.4533264935016632, -0.022734060883522034, 0.47101742029190063, 0.5181299448013306, -0.033749792724847794, 0.4788997769355774, 0.5504072904586792, -0.037384577095508575, 0.48185890913009644, 0.5713092088699341, -0.03717729076743126]","[0.36979755759239197, 0.3986259698867798, -2.2175160552251327e-07, 0.40147319436073303, 0.3912152647972107, -0.04381871223449707, 0.4438443183898926, 0.43569281697273254, -0.05981255695223808, 0.47365301847457886, 0.5031837224960327, -0.06951583921909332, 0.49563339352607727, 0.5649797320365906, -0.07504195719957352, 0.4930432140827179, 0.5257080793380737, -0.020872224122285843, 0.46865421533584595, 0.6124659180641174, -0.04782016575336456, 0.43037745356559753, 0.5873525738716125, -0.06429675221443176, 0.4081214666366577, 0.5493849515914917, -0.07047168910503387, 0.4755624234676361, 0.5649816989898682, -0.006181187462061644, 0.4523627460002899, 0.6392822265625, -0.03515421971678734, 0.4114612638950348, 0.6028422117233276, -0.048544082790613174, 0.39187926054000854, 0.5618013739585876, -0.04957323521375656, 0.45133262872695923, 0.5904350280761719, 0.00313949934206903, 0.4313558042049408, 0.6543031334877014, -0.03177524730563164, 0.3936311602592468, 0.6096097826957703, -0.035684265196323395, 0.3780262768268585, 0.5676594972610474, -0.0271895844489336, 0.42536771297454834, 0.6020671725273132, 0.010114968754351139, 0.4110836386680603, 0.6565148234367371, -0.016659174114465714, 0.38400691747665405, 0.6258923411369324, -0.01782125048339367, 0.37263864278793335, 0.5899900794029236, -0.009864060208201408]"
6,[],"[0.39206016063690186, 0.40208348631858826, -2.5091833322221646e-07, 0.41863834857940674, 0.39423811435699463, -0.022881224751472473, 0.45693284273147583, 0.43195873498916626, -0.03335706144571304, 0.48171189427375793, 0.4884846806526184, -0.041042350232601166, 0.49748823046684265, 0.5353072881698608, -0.045625150203704834, 0.491837739944458, 0.516931414604187, -0.018275562673807144, 0.47404423356056213, 0.5772920250892639, -0.04014516621828079, 0.4432919919490814, 0.5683305859565735, -0.05378992110490799, 0.4195585548877716, 0.5407604575157166, -0.05907565355300903, 0.47337764501571655, 0.5568597316741943, -0.014148994348943233, 0.4549620747566223, 0.6104992628097534, -0.0363120436668396, 0.4246830642223358, 0.5868873596191406, -0.046796347945928574, 0.40325847268104553, 0.5505838990211487, -0.048146046698093414, 0.4476509988307953, 0.5812428593635559, -0.012793862260878086, 0.4292941093444824, 0.6264959573745728, -0.03859640285372734, 0.40216878056526184, 0.6056190729141235, -0.04394356906414032, 0.38300803303718567, 0.5767806768417358, -0.03988552466034889, 0.42056986689567566, 0.5911731123924255, -0.012457974255084991, 0.40361374616622925, 0.6319916248321533, -0.03444528207182884, 0.38391029834747314, 0.6272562146186829, -0.03805621713399887, 0.36863479018211365, 0.6137515306472778, -0.0338827446103096]"
7,"[0.3908137381076813, 0.35429349541664124, -1.2514283298514783e-07, 0.4163104295730591, 0.358782559633255, -0.01627161353826523, 0.4501487910747528, 0.38556233048439026, -0.02823234535753727, 0.4718051254749298, 0.4328174889087677, -0.03858839347958565, 0.47568318247795105, 0.48220932483673096, -0.04745013639330864, 0.5001991391181946, 0.4540987014770508, -0.02525085210800171, 0.4808133542537689, 0.5241029858589172, -0.04635153338313103, 0.4498285949230194, 0.540198028087616, -0.05905069038271904, 0.4236694872379303, 0.5303745865821838, -0.06476280838251114, 0.49391070008277893, 0.4917881190776825, -0.025138797238469124, 0.4698680341243744, 0.5625093579292297, -0.046417202800512314, 0.4374936819076538, 0.5679070353507996, -0.057198695838451385, 0.4101192355155945, 0.5513289570808411, -0.061095379292964935, 0.475899338722229, 0.5198691487312317, -0.026178868487477303, 0.4539361596107483, 0.5841788053512573, -0.05003025010228157, 0.42334142327308655, 0.586637020111084, -0.055744219571352005, 0.3971526324748993, 0.5712002515792847, -0.054015226662158966, 0.4529471695423126, 0.5334484577178955, -0.027833009138703346, 0.4329821467399597, 0.5937669277191162, -0.04853508621454239, 0.4090080261230469, 0.5954570770263672, -0.05211468040943146, 0.38831818103790283, 0.5819512605667114, -0.04920829460024834]",[]
8,"[0.35119110345840454, 0.32026442885398865, 2.4722826008627408e-09, 0.37022146582603455, 0.38353338837623596, 0.009851683862507343, 0.402506560087204, 0.42641204595565796, 0.006855926942080259, 0.4231899082660675, 0.4588761031627655, -0.0015087428037077188, 0.43661007285118103, 0.49377116560935974, -0.010000622831285, 0.4592171609401703, 0.4000934958457947, -0.0005532532813958824, 0.47885650396347046, 0.49609610438346863, -0.02091117762029171, 0.4562607407569885, 0.5487997531890869, -0.03489041328430176, 0.4306461811065674, 0.565219521522522, -0.04110317677259445, 0.4571896195411682, 0.3955453038215637, -0.014736151322722435, 0.47961845993995667, 0.5010782480239868, -0.0319579653441906, 0.45452407002449036, 0.5571187734603882, -0.03987786918878555, 0.4284854829311371, 0.5705280303955078, -0.04284791275858879, 0.4455494284629822, 0.3958377242088318, -0.029556211084127426, 0.4703179895877838, 0.4935363233089447, -0.04557734355330467, 0.4466792643070221, 0.5493902564048767, -0.04714474827051163, 0.4221147298812866, 0.5654363632202148, -0.04504683241248131, 0.4259932041168213, 0.39867570996284485, -0.043388742953538895, 0.4433611333370209, 0.47765466570854187, -0.05594319477677345, 0.4309963583946228, 0.5265663862228394, -0.05561147257685661, 0.4137217104434967, 0.5465466380119324, -0.052644483745098114]",[]
9,[],"[0.3103953003883362, 0.4026164412498474, 1.9967178843671718e-07, 0.3135594129562378, 0.3858785927295685, -0.0439084991812706, 0.3374978303909302, 0.4010006785392761, -0.07016704976558685, 0.36120834946632385, 0.4566720724105835, -0.08922652900218964, 0.3859858810901642, 0.5062910914421082, -0.10461331158876419, 0.4245566129684448, 0.417073130607605, -0.0612340085208416, 0.46637576818466187, 0.4628404676914215, -0.08808153867721558, 0.45698633790016174, 0.5244314074516296, -0.10319388657808304, 0.43703874945640564, 0.5646199584007263, -0.11148946732282639, 0.427298367023468, 0.45879846811294556, -0.04982216656208038, 0.4743977189064026, 0.5082800388336182, -0.08054328709840775, 0.45492300391197205, 0.5732098817825317, -0.09498768299818039, 0.42356598377227783, 0.6073125600814819, -0.10099490731954575, 0.41884562373161316, 0.4996555745601654, -0.040887512266635895, 0.4564993977546692, 0.5459266901016235, -0.06889710575342178, 0.4367840886116028, 0.6006968021392822, -0.07708604633808136, 0.41077375411987305, 0.6279939413070679, -0.07865434139966965, 0.4016534984111786, 0.5315056443214417, -0.034681882709264755, 0.4250643849372864, 0.5730105638504028, -0.05683464556932449, 0.4122709631919861, 0.6072003841400146, -0.06330972909927368, 0.3919784128665924, 0.6233282089233398, -0.06452110409736633]"
