,Left,Right
0,"[0.35466888546943665, 0.44159579277038574, 4.116367051665293e-07, 0.41467782855033875, 0.39349454641342163, -0.020972469821572304, 0.46720656752586365, 0.4150993824005127, -0.03252922371029854, 0.5064013600349426, 0.4536881446838379, -0.03955592215061188, 0.5352038145065308, 0.4737408757209778, -0.04725915566086769, 0.47254833579063416, 0.5530260801315308, -0.042000941932201385, 0.5313763618469238, 0.6017919778823853, -0.06033185496926308, 0.5675339698791504, 0.6311559677124023, -0.07192926108837128, 0.59563148021698, 0.6595404744148254, -0.07993227988481522, 0.44122400879859924, 0.6057383418083191, -0.04200021177530289, 0.49515417218208313, 0.6907281875610352, -0.05714357644319534, 0.5345061421394348, 0.7439945340156555, -0.07006584852933884, 0.5654534101486206, 0.7897135019302368, -0.07965045422315598, 0.4025159180164337, 0.6276582479476929, -0.04227764904499054, 0.4316280484199524, 0.7212802767753601, -0.06231645122170448, 0.4565960466861725, 0.7779397964477539, -0.07969462126493454, 0.47470125555992126, 0.8255122303962708, -0.09094034135341644, 0.3614136874675751, 0.6285317540168762, -0.042612675577402115, 0.3554622232913971, 0.7113958597183228, -0.0660606399178505, 0.35479721426963806, 0.7638671398162842, -0.07920288294553757, 0.35568735003471375, 0.8108354210853577, -0.08651453256607056]",[]
1,"[0.3495449721813202, 0.4263513684272766, 4.854600774706341e-07, 0.41876330971717834, 0.40083619952201843, -0.021285194903612137, 0.48532798886299133, 0.43549373745918274, -0.03563842549920082, 0.5357611179351807, 0.48221930861473083, -0.046571191400289536, 0.579811155796051, 0.5055116415023804, -0.05810515210032463, 0.47829174995422363, 0.5559912919998169, -0.05186142399907112, 0.5466172099113464, 0.6427324414253235, -0.07658915966749191, 0.5864683985710144, 0.6995270848274231, -0.08827514201402664, 0.6169008612632751, 0.7479113340377808, -0.09548550099134445, 0.44013267755508423, 0.5992286801338196, -0.05619604513049126, 0.49688413739204407, 0.7146003842353821, -0.07858625799417496, 0.535143256187439, 0.7923285961151123, -0.09140545129776001, 0.5658778548240662, 0.8605849146842957, -0.10011132806539536, 0.39656731486320496, 0.6141562461853027, -0.061043281108140945, 0.4278298020362854, 0.7164645791053772, -0.08656581491231918, 0.44642338156700134, 0.7792722582817078, -0.10062791407108307, 0.46167847514152527, 0.8294391632080078, -0.10871919244527817, 0.3505755066871643, 0.6109921336174011, -0.06621365994215012, 0.3489815592765808, 0.6926153898239136, -0.09212219715118408, 0.34805139899253845, 0.7423421740531921, -0.103147953748703, 0.350131630897522, 0.7845451235771179, -0.10878213495016098]",[]
2,"[0.3544570803642273, 0.43271034955978394, 4.876720254287648e-07, 0.4236827492713928, 0.41158485412597656, -0.018115857616066933, 0.48608243465423584, 0.4454319477081299, -0.032064374536275864, 0.5338165760040283, 0.48885780572891235, -0.043013349175453186, 0.5750676989555359, 0.5114026069641113, -0.05495918542146683, 0.47929519414901733, 0.5593432188034058, -0.046354178339242935, 0.5404452681541443, 0.6454992294311523, -0.06967359036207199, 0.5792862772941589, 0.7000792026519775, -0.08249952644109726, 0.6090079545974731, 0.7438109517097473, -0.09060922265052795, 0.44011104106903076, 0.6012279987335205, -0.05130717158317566, 0.4928209185600281, 0.7148500680923462, -0.07068569213151932, 0.5295682549476624, 0.7883856892585754, -0.08320499956607819, 0.5584423542022705, 0.8486064076423645, -0.09182218462228775, 0.3959959149360657, 0.617000162601471, -0.056385088711977005, 0.4295440912246704, 0.7267203330993652, -0.07793638110160828, 0.453522652387619, 0.7916876077651978, -0.09101659804582596, 0.47324469685554504, 0.8443063497543335, -0.09915727376937866, 0.3497639298439026, 0.6143320202827454, -0.061477359384298325, 0.34784233570098877, 0.6974734663963318, -0.08506680279970169, 0.3491753339767456, 0.7495812773704529, -0.09469436854124069, 0.35297727584838867, 0.7947961091995239, -0.09919144958257675]",[]
3,"[0.3553652763366699, 0.4845695495605469, 3.9848185906521394e-07, 0.414104700088501, 0.45888185501098633, -0.015541000291705132, 0.4656399190425873, 0.4868164658546448, -0.025988323614001274, 0.5044271945953369, 0.5226176381111145, -0.03359440714120865, 0.5353173017501831, 0.5430429577827454, -0.04138365015387535, 0.4671493172645569, 0.6065560579299927, -0.03139397129416466, 0.5181194543838501, 0.6632561683654785, -0.0455283597111702, 0.5505948662757874, 0.6957470178604126, -0.053540874272584915, 0.5763578414916992, 0.72265625, -0.05899794399738312, 0.4353938102722168, 0.6518862247467041, -0.033334676176309586, 0.47460705041885376, 0.7385385036468506, -0.045407213270664215, 0.5014753937721252, 0.792268693447113, -0.054810117930173874, 0.5218066573143005, 0.8362165093421936, -0.06140542030334473, 0.39837267994880676, 0.6736236214637756, -0.03565526753664017, 0.41752466559410095, 0.7636770009994507, -0.05060653015971184, 0.4365138113498688, 0.8139081597328186, -0.061139464378356934, 0.4534434974193573, 0.8568307161331177, -0.06767146289348602, 0.3596575856208801, 0.6770541071891785, -0.03810485452413559, 0.35665765404701233, 0.7559612393379211, -0.053089387714862823, 0.3595406413078308, 0.8023824691772461, -0.05905206874012947, 0.3657418489456177, 0.8445072770118713, -0.06168700009584427]",[]
4,"[0.33616650104522705, 0.5022727251052856, 6.339588480841485e-07, 0.37435969710350037, 0.40547651052474976, -0.03481573611497879, 0.41996291279792786, 0.36873871088027954, -0.054826442152261734, 0.46299195289611816, 0.36795467138290405, -0.06844030320644379, 0.5012623071670532, 0.37076467275619507, -0.08247076719999313, 0.46205416321754456, 0.5418011546134949, -0.051295388489961624, 0.5091494917869568, 0.5904114246368408, -0.06769492477178574, 0.5355399250984192, 0.6179459691047668, -0.07715190201997757, 0.5569558143615723, 0.6444720029830933, -0.08463043719530106, 0.4388226568698883, 0.6234673857688904, -0.046179212629795074, 0.4765655994415283, 0.7322178483009338, -0.06113278493285179, 0.5024101734161377, 0.8019462823867798, -0.07252989709377289, 0.5209363698959351, 0.8619205951690674, -0.0812964141368866, 0.4064173698425293, 0.6648125052452087, -0.04317798092961311, 0.42273104190826416, 0.7600924968719482, -0.06573555618524551, 0.4367416799068451, 0.8188067674636841, -0.08485479652881622, 0.447956383228302, 0.8750401735305786, -0.09692535549402237, 0.3704162836074829, 0.6814416646957397, -0.0410962849855423, 0.3633043169975281, 0.7504869103431702, -0.06589105725288391, 0.3589901924133301, 0.7991690635681152, -0.08037485927343369, 0.3570820391178131, 0.844992995262146, -0.08881253004074097]",[]
5,"[0.30650511384010315, 0.405621737241745, 4.6597557457062067e-07, 0.34266844391822815, 0.34318703413009644, -0.04347345978021622, 0.39364346861839294, 0.33632123470306396, -0.0615386962890625, 0.44231411814689636, 0.3590329885482788, -0.071707583963871, 0.4864928424358368, 0.3702945113182068, -0.07990691810846329, 0.4251977801322937, 0.45529162883758545, -0.031233716756105423, 0.4750710129737854, 0.5088580250740051, -0.041945360600948334, 0.5081294178962708, 0.5485851168632507, -0.052280087023973465, 0.5319377779960632, 0.5787032842636108, -0.05851991847157478, 0.4149198830127716, 0.4990127384662628, -0.012244409881532192, 0.4612583518028259, 0.5544507503509521, -0.01732570491731167, 0.49402371048927307, 0.5917928218841553, -0.02328367345035076, 0.5176296234130859, 0.6254609227180481, -0.027802815660834312, 0.4038121700286865, 0.5272320508956909, 0.0028985594399273396, 0.44438236951828003, 0.5815783143043518, -0.0026147898752242327, 0.4710482060909271, 0.6129013299942017, -0.005480591673403978, 0.49274033308029175, 0.6424759030342102, -0.007070740684866905, 0.39322084188461304, 0.5458230376243591, 0.014391849748790264, 0.4258551299571991, 0.5931655764579773, 0.00992459338158369, 0.44591981172561646, 0.6197451949119568, 0.00932418555021286, 0.46322381496429443, 0.6451500654220581, 0.009585635736584663]","[0.35110753774642944, 0.49221086502075195, 2.1710860664825304e-07, 0.4160037934780121, 0.4791043996810913, -0.0010632302146404982, 0.46857407689094543, 0.516532301902771, 0.0005815222393721342, 0.5036517977714539, 0.5652651190757751, 0.0022554639726877213, 0.5296865701675415, 0.609268069267273, 0.004445338621735573, 0.4614912271499634, 0.6345118284225464, 0.003229675116017461, 0.5004327893257141, 0.6965621113777161, 0.0018686982803046703, 0.5239915251731873, 0.7231448292732239, 0.0005228678346611559, 0.5446491837501526, 0.7420830726623535, -0.0013455406296998262, 0.42951318621635437, 0.6757261157035828, -0.0016377089777961373, 0.4631483256816864, 0.7634944915771484, -0.004213897977024317, 0.48600655794143677, 0.8121926188468933, -0.011887448839843273, 0.5046753287315369, 0.8489113450050354, -0.018099017441272736, 0.3936735689640045, 0.6884710192680359, -0.006820205599069595, 0.40605244040489197, 0.7738874554634094, -0.016538849100470543, 0.41710203886032104, 0.8217946290969849, -0.02722703479230404, 0.4272954761981964, 0.8616795539855957, -0.03422396257519722, 0.3544207215309143, 0.6849587559700012, -0.01088071707636118, 0.3457871377468109, 0.7546902894973755, -0.02253027632832527, 0.3406640887260437, 0.7956521511077881, -0.028138739988207817, 0.3392568528652191, 0.8304092884063721, -0.030849264934659004]"
6,"[0.34359824657440186, 0.4433727264404297, 5.437212848846684e-07, 0.40039631724357605, 0.41830459237098694, -0.022785935550928116, 0.4466973841190338, 0.4448010325431824, -0.03965694084763527, 0.4772769808769226, 0.4869452118873596, -0.05336356535553932, 0.5089544057846069, 0.5134302973747253, -0.06793248653411865, 0.4560562074184418, 0.5773606896400452, -0.04654256999492645, 0.5084821581840515, 0.6454911231994629, -0.07064451277256012, 0.541261613368988, 0.6901758909225464, -0.08586830645799637, 0.5660362243652344, 0.728438138961792, -0.09576421231031418, 0.4236675798892975, 0.6183028221130371, -0.049956560134887695, 0.4697541892528534, 0.7151902914047241, -0.0702122151851654, 0.5026577115058899, 0.7815181612968445, -0.08567610383033752, 0.5268383026123047, 0.835747241973877, -0.09625161439180374, 0.3838099539279938, 0.6313186287879944, -0.05433894321322441, 0.411471962928772, 0.7226961255073547, -0.07779081165790558, 0.43525952100753784, 0.7756325602531433, -0.09593450278043747, 0.45376354455947876, 0.8179751634597778, -0.10782167315483093, 0.33932825922966003, 0.6244760751724243, -0.059251610189676285, 0.3283422887325287, 0.698693037033081, -0.08466745913028717, 0.32547467947006226, 0.7462180852890015, -0.09780339151620865, 0.32490164041519165, 0.7871967554092407, -0.10508175939321518]",[]
7,"[0.3413235545158386, 0.42506906390190125, 4.0313679505743494e-07, 0.40686458349227905, 0.40708088874816895, -0.02000764198601246, 0.46822842955589294, 0.4455304443836212, -0.03465278446674347, 0.5147169232368469, 0.49491143226623535, -0.04592503234744072, 0.5560325384140015, 0.5118810534477234, -0.05813981220126152, 0.4570920765399933, 0.5659912824630737, -0.046996187418699265, 0.5124979615211487, 0.6578008532524109, -0.06812926381826401, 0.5465388894081116, 0.7142047882080078, -0.07902254909276962, 0.5733740925788879, 0.759312629699707, -0.08693618327379227, 0.41767391562461853, 0.6008981466293335, -0.05063178017735481, 0.4500998854637146, 0.7098270058631897, -0.06928332895040512, 0.4719337821006775, 0.7704776525497437, -0.08011911064386368, 0.4894388020038605, 0.8186259269714355, -0.08838741481304169, 0.37450212240219116, 0.6086180806159973, -0.05471981316804886, 0.3918284773826599, 0.7096830010414124, -0.07628525793552399, 0.40803712606430054, 0.7730574011802673, -0.08826763927936554, 0.4219721555709839, 0.8248248100280762, -0.09667007625102997, 0.331805020570755, 0.5998750925064087, -0.059029411524534225, 0.32502198219299316, 0.674546480178833, -0.08194410800933838, 0.32287827134132385, 0.7179356813430786, -0.09123808890581131, 0.3234017491340637, 0.7546390295028687, -0.09664991497993469]",[]
8,"[0.34232932329177856, 0.43315812945365906, 4.855680799664697e-07, 0.4056909680366516, 0.4107252359390259, -0.02065226249396801, 0.46029943227767944, 0.4412369132041931, -0.035817358642816544, 0.5021489858627319, 0.48926204442977905, -0.04774904623627663, 0.5385429859161377, 0.5176868438720703, -0.06080564856529236, 0.4626792073249817, 0.569888174533844, -0.045574236661195755, 0.5208187699317932, 0.6569021940231323, -0.0685209333896637, 0.5557768940925598, 0.7136139869689941, -0.08148303627967834, 0.5807242393493652, 0.7611685991287231, -0.08978784829378128, 0.4256317913532257, 0.6105400323867798, -0.04896435886621475, 0.4768258333206177, 0.7211395502090454, -0.06737349927425385, 0.5105581879615784, 0.7931824922561646, -0.08085043728351593, 0.5340646505355835, 0.850995659828186, -0.09027320146560669, 0.3828341066837311, 0.6214618682861328, -0.05288286507129669, 0.4176448583602905, 0.7238467931747437, -0.07446978241205215, 0.44223538041114807, 0.7872809171676636, -0.09119907766580582, 0.46029406785964966, 0.8374531269073486, -0.10226775705814362, 0.33730554580688477, 0.6127658486366272, -0.05700790509581566, 0.33256086707115173, 0.6855464577674866, -0.08097036182880402, 0.33094698190689087, 0.732107400894165, -0.09348680078983307, 0.33086052536964417, 0.7721627950668335, -0.10040221363306046]",[]
9,"[0.3545728623867035, 0.4907723665237427, 4.6586870894316235e-07, 0.4091213345527649, 0.484444260597229, -0.01846211776137352, 0.455066978931427, 0.5155349373817444, -0.0343908816576004, 0.48837894201278687, 0.5488490462303162, -0.04805208370089531, 0.5196352005004883, 0.5706439018249512, -0.06328880786895752, 0.452050119638443, 0.6165568232536316, -0.04750531166791916, 0.48658889532089233, 0.6852045655250549, -0.07316262274980545, 0.5076493620872498, 0.7274223566055298, -0.08917981386184692, 0.5255447030067444, 0.7622275352478027, -0.10012277960777283, 0.42082875967025757, 0.649495542049408, -0.052892427891492844, 0.44937723875045776, 0.7404182553291321, -0.0799134373664856, 0.47562408447265625, 0.8023760318756104, -0.09789898246526718, 0.49863165616989136, 0.8516189455986023, -0.11005005240440369, 0.38363420963287354, 0.6624077558517456, -0.05867849290370941, 0.39607489109039307, 0.7480065822601318, -0.08680134266614914, 0.41131457686424255, 0.7998563647270203, -0.10288020223379135, 0.42737093567848206, 0.8445430994033813, -0.11237568408250809, 0.3446638584136963, 0.6599857807159424, -0.06450679898262024, 0.33779144287109375, 0.7302191257476807, -0.0917675569653511, 0.33798539638519287, 0.7756182551383972, -0.10415871441364288, 0.34152311086654663, 0.8173278570175171, -0.11103133112192154]",[]
