,Left,Right
0,[],"[0.33958765864372253, 0.3273537755012512, 1.7529409035432764e-07, 0.345524400472641, 0.35888373851776123, -0.045202065259218216, 0.37118566036224365, 0.3951965868473053, -0.0647382140159607, 0.40228813886642456, 0.45241135358810425, -0.07449541240930557, 0.42469367384910583, 0.4832163155078888, -0.0801236554980278, 0.45122966170310974, 0.3038313686847687, -0.057359855622053146, 0.45646747946739197, 0.3920615315437317, -0.08575975894927979, 0.4466954469680786, 0.4411328434944153, -0.10395859181880951, 0.4381387233734131, 0.4680544137954712, -0.11379461735486984, 0.4706805944442749, 0.34398913383483887, -0.04210013523697853, 0.4868980050086975, 0.4499473571777344, -0.07067063450813293, 0.4645082950592041, 0.47951558232307434, -0.08321397006511688, 0.44959551095962524, 0.48088008165359497, -0.08735642582178116, 0.4773959815502167, 0.39114299416542053, -0.029315760359168053, 0.4862191379070282, 0.47934988141059875, -0.05557720735669136, 0.45609918236732483, 0.4880313277244568, -0.05948565900325775, 0.4366897642612457, 0.4753763675689697, -0.05562010779976845, 0.4762708246707916, 0.4335537254810333, -0.0195092111825943, 0.485759973526001, 0.49640023708343506, -0.03495068848133087, 0.4693424105644226, 0.510426938533783, -0.03550180047750473, 0.4583316743373871, 0.5079300403594971, -0.03157901391386986]"
1,"[0.32505542039871216, 0.31752902269363403, 1.1196975435723289e-07, 0.3467685580253601, 0.39480969309806824, -0.02714376337826252, 0.38468608260154724, 0.455227255821228, -0.03971369192004204, 0.4232671558856964, 0.5011588931083679, -0.04878029227256775, 0.4529336392879486, 0.5291585922241211, -0.05459214001893997, 0.44612252712249756, 0.36815252900123596, -0.023508992046117783, 0.4557243287563324, 0.4128800630569458, -0.051500193774700165, 0.43881940841674805, 0.44372013211250305, -0.07197343558073044, 0.4233619272708893, 0.4643073081970215, -0.08296326547861099, 0.45966237783432007, 0.34837889671325684, -0.019080620259046555, 0.47619709372520447, 0.4271085262298584, -0.04970904812216759, 0.44475871324539185, 0.4527663588523865, -0.06369037926197052, 0.4174974262714386, 0.4591645300388336, -0.06750255823135376, 0.46330946683883667, 0.3387259840965271, -0.018260976299643517, 0.4759669601917267, 0.41915440559387207, -0.047774117439985275, 0.44663360714912415, 0.4413326382637024, -0.05206269025802612, 0.421161025762558, 0.44081950187683105, -0.04748409613966942, 0.4583657383918762, 0.33038434386253357, -0.0193939171731472, 0.4640502333641052, 0.40066856145858765, -0.038604043424129486, 0.443724662065506, 0.42507311701774597, -0.0397663377225399, 0.42553481459617615, 0.429515540599823, -0.035628702491521835]",[]
2,[],"[0.3284870684146881, 0.29359012842178345, 2.8004149044136284e-07, 0.3238529562950134, 0.326279878616333, -0.04779887571930885, 0.34330031275749207, 0.37815165519714355, -0.06933978945016861, 0.37070077657699585, 0.4411539137363434, -0.08055869489908218, 0.394778311252594, 0.49134162068367004, -0.08793249726295471, 0.4185439646244049, 0.2739039659500122, -0.06095990538597107, 0.4186931252479553, 0.35561421513557434, -0.09084039181470871, 0.4109736979007721, 0.4150714874267578, -0.11088091880083084, 0.39938247203826904, 0.4528428316116333, -0.12306740134954453, 0.44357916712760925, 0.2963043451309204, -0.0464322492480278, 0.45755618810653687, 0.37761223316192627, -0.07513747364282608, 0.44438713788986206, 0.4377909302711487, -0.08954256772994995, 0.4267449378967285, 0.4735787808895111, -0.09758569300174713, 0.45159605145454407, 0.330440878868103, -0.03522896021604538, 0.46449708938598633, 0.40129801630973816, -0.06419380754232407, 0.4467140734195709, 0.4522629678249359, -0.07515791803598404, 0.4286583364009857, 0.4794594347476959, -0.0788467600941658, 0.44949036836624146, 0.3660995662212372, -0.027097420766949654, 0.45851564407348633, 0.41639217734336853, -0.05072464421391487, 0.4463445544242859, 0.4514029622077942, -0.060051772743463516, 0.43353018164634705, 0.4731195867061615, -0.06362871825695038]"
3,"[0.3323569893836975, 0.2998848557472229, 2.8961375164726633e-07, 0.3278411328792572, 0.349323034286499, -0.05456675961613655, 0.34304237365722656, 0.3917531371116638, -0.08408688008785248, 0.363603800535202, 0.42927873134613037, -0.10231117159128189, 0.3821980357170105, 0.4528616964817047, -0.1169307753443718, 0.4151456654071808, 0.316150039434433, -0.07786309719085693, 0.40945619344711304, 0.4225708544254303, -0.11177299916744232, 0.39914411306381226, 0.4507080316543579, -0.13152055442333221, 0.3922399580478668, 0.4448792040348053, -0.14138513803482056, 0.43909144401550293, 0.31312084197998047, -0.06009301170706749, 0.4555231034755707, 0.4212460517883301, -0.09383479505777359, 0.4413479268550873, 0.4540371596813202, -0.10670232772827148, 0.4246020019054413, 0.4552159607410431, -0.11104604601860046, 0.4481775164604187, 0.32398954033851624, -0.04513974487781525, 0.46040505170822144, 0.4205127954483032, -0.07208992540836334, 0.4449739456176758, 0.4485044479370117, -0.07922826707363129, 0.43050312995910645, 0.45245230197906494, -0.07966150343418121, 0.44922974705696106, 0.3399999439716339, -0.03381720557808876, 0.45570099353790283, 0.41045546531677246, -0.05138128250837326, 0.4454752504825592, 0.4365655779838562, -0.05660948157310486, 0.4353128671646118, 0.4455525875091553, -0.057684093713760376]","[0.369578093290329, 0.5468786954879761, 1.5910370620986214e-07, 0.42012283205986023, 0.5188530683517456, -0.017469635233283043, 0.45839765667915344, 0.5411438941955566, -0.02668428234755993, 0.47865715622901917, 0.5937405228614807, -0.03311093524098396, 0.48629897832870483, 0.6498203873634338, -0.039008211344480515, 0.4769676923751831, 0.5789616107940674, -0.0256012175232172, 0.5059147477149963, 0.6430597305297852, -0.034998100250959396, 0.5272501707077026, 0.6862519383430481, -0.043102070689201355, 0.5437914729118347, 0.7229564189910889, -0.049929723143577576, 0.45425117015838623, 0.6273009777069092, -0.019583353772759438, 0.4535869061946869, 0.6682672500610352, -0.02640605717897415, 0.44966891407966614, 0.6640628576278687, -0.028250135481357574, 0.4444396495819092, 0.6582554578781128, -0.030381688848137856, 0.4255514144897461, 0.6649439334869385, -0.014549917541444302, 0.42551159858703613, 0.7082183361053467, -0.021711276844143867, 0.4295617938041687, 0.708941638469696, -0.020764051005244255, 0.43026161193847656, 0.7054104208946228, -0.02051684446632862, 0.39818230271339417, 0.689022421836853, -0.010680281557142735, 0.39864951372146606, 0.7272518277168274, -0.016538089141249657, 0.4027373492717743, 0.7422703504562378, -0.016404883936047554, 0.4041282534599304, 0.7553662061691284, -0.015451095998287201]"
4,[],"[0.36091944575309753, 0.5466293096542358, 2.80755273251998e-07, 0.40397435426712036, 0.5033387541770935, -0.020852526649832726, 0.4347028136253357, 0.5057517290115356, -0.03514670580625534, 0.4395269751548767, 0.5441179275512695, -0.04629996046423912, 0.43851107358932495, 0.5885869860649109, -0.05747832730412483, 0.4766611158847809, 0.5917567014694214, -0.03207783401012421, 0.5069229602813721, 0.6490458250045776, -0.04365483298897743, 0.5268678069114685, 0.6895467042922974, -0.05282966420054436, 0.5420891046524048, 0.7256252765655518, -0.06016728654503822, 0.4551924467086792, 0.6422344446182251, -0.02724691666662693, 0.46572092175483704, 0.6868675947189331, -0.03284672647714615, 0.4682723879814148, 0.7004062533378601, -0.0359802283346653, 0.46922191977500916, 0.7158054709434509, -0.0402219295501709, 0.42666104435920715, 0.6724470853805542, -0.02372490055859089, 0.42774292826652527, 0.715826690196991, -0.03149169310927391, 0.4351526200771332, 0.7312321662902832, -0.03428586944937706, 0.4422866404056549, 0.7463051676750183, -0.037371620535850525, 0.3987553119659424, 0.6873363852500916, -0.0215908270329237, 0.39758065342903137, 0.7248309850692749, -0.02948753722012043, 0.4007696509361267, 0.7479127645492554, -0.03114854171872139, 0.40567100048065186, 0.7715895771980286, -0.03208746388554573]"
5,"[0.3488900065422058, 0.37774375081062317, 5.1045962123907884e-08, 0.3682311177253723, 0.40793362259864807, -0.04410501942038536, 0.3980656564235687, 0.4510181248188019, -0.07296585291624069, 0.42616602778434753, 0.5213028788566589, -0.09370896220207214, 0.4447973966598511, 0.5823660492897034, -0.10956009477376938, 0.4743671119213104, 0.34137648344039917, -0.06622771918773651, 0.47083938121795654, 0.44836461544036865, -0.10067138075828552, 0.44860267639160156, 0.4821634888648987, -0.12073103338479996, 0.4364655911922455, 0.4872012734413147, -0.13149937987327576, 0.4908647835254669, 0.3634840250015259, -0.05480172112584114, 0.4860955476760864, 0.4978182911872864, -0.08867338299751282, 0.45090848207473755, 0.5155822038650513, -0.09781154245138168, 0.4314771294593811, 0.5037015676498413, -0.10003338754177094, 0.4931202828884125, 0.3981741964817047, -0.046235572546720505, 0.491189181804657, 0.5187702775001526, -0.07664234936237335, 0.4608151614665985, 0.5302692651748657, -0.07566431164741516, 0.4432355761528015, 0.5173715353012085, -0.06917576491832733, 0.48751696944236755, 0.4347282648086548, -0.04059642180800438, 0.5010854601860046, 0.5288330316543579, -0.05971938744187355, 0.49543315172195435, 0.5661889314651489, -0.05956026539206505, 0.4950791895389557, 0.5870707631111145, -0.055561672896146774]",[]
6,[],"[0.3400712013244629, 0.3189048767089844, 2.113014829774329e-07, 0.34710606932640076, 0.35024896264076233, -0.04171198979020119, 0.3689028024673462, 0.38987118005752563, -0.053995005786418915, 0.39594316482543945, 0.4394895136356354, -0.05577095225453377, 0.4151788353919983, 0.47142404317855835, -0.05261872708797455, 0.44465333223342896, 0.28679677844047546, -0.04610903933644295, 0.452644407749176, 0.36628779768943787, -0.07118959724903107, 0.44650059938430786, 0.4241350591182709, -0.08850966393947601, 0.4366079270839691, 0.46203330159187317, -0.09792070835828781, 0.46442434191703796, 0.32872942090034485, -0.03195728734135628, 0.4916539490222931, 0.4109147787094116, -0.054308075457811356, 0.47970786690711975, 0.46253395080566406, -0.06737148016691208, 0.46298277378082275, 0.4888131618499756, -0.07365524768829346, 0.47133132815361023, 0.3769928812980652, -0.02117072604596615, 0.4936055541038513, 0.4519158601760864, -0.04536356031894684, 0.4706360995769501, 0.4837441146373749, -0.05685848742723465, 0.45090630650520325, 0.49167895317077637, -0.05953349173069, 0.4686269760131836, 0.42416447401046753, -0.013035867363214493, 0.48152920603752136, 0.4765031039714813, -0.031801704317331314, 0.46762943267822266, 0.5019378662109375, -0.039548661559820175, 0.45384082198143005, 0.5089707374572754, -0.04118691384792328]"
7,[],"[0.3395734429359436, 0.30581170320510864, 2.2430060653277906e-07, 0.336051344871521, 0.3293997049331665, -0.0420406237244606, 0.34956496953964233, 0.37405550479888916, -0.057955265045166016, 0.3730422258377075, 0.4268651306629181, -0.0647943839430809, 0.39447933435440063, 0.4605393707752228, -0.06782683730125427, 0.4285128712654114, 0.2854388952255249, -0.04868337884545326, 0.4342358708381653, 0.3465392291545868, -0.07331956177949905, 0.42767107486724854, 0.40686869621276855, -0.09112926572561264, 0.4166310429573059, 0.45296820998191833, -0.10210262984037399, 0.45097193121910095, 0.325291246175766, -0.03569800779223442, 0.47366079688072205, 0.3827072083950043, -0.059110209345817566, 0.4614860713481903, 0.4330874979496002, -0.07334676384925842, 0.44478994607925415, 0.46186378598213196, -0.0812668725848198, 0.45887598395347595, 0.37041816115379333, -0.02572164684534073, 0.4788818955421448, 0.4248363971710205, -0.0499940924346447, 0.4601924419403076, 0.46094852685928345, -0.06231633201241493, 0.44257402420043945, 0.4753149747848511, -0.06684184074401855, 0.45730310678482056, 0.41395092010498047, -0.018476735800504684, 0.467842161655426, 0.4539687931537628, -0.03711319342255592, 0.4535861015319824, 0.47738200426101685, -0.04516620561480522, 0.4384811520576477, 0.4863949716091156, -0.04781228303909302]"
8,"[0.3546181917190552, 0.5535972714424133, 1.88349588370329e-07, 0.4012569785118103, 0.513738214969635, -0.012422813102602959, 0.43834349513053894, 0.5250079035758972, -0.021237153559923172, 0.4601442515850067, 0.5655078291893005, -0.02585659548640251, 0.47018224000930786, 0.6141171455383301, -0.030293058604002, 0.46158236265182495, 0.5643553137779236, -0.04248809441924095, 0.49761009216308594, 0.6309438347816467, -0.05933454632759094, 0.5229558348655701, 0.6810842156410217, -0.07306765019893646, 0.5426714420318604, 0.7235953211784363, -0.08297529071569443, 0.4409407675266266, 0.6133710741996765, -0.036505077034235, 0.45387086272239685, 0.6575155854225159, -0.04156653955578804, 0.4568737745285034, 0.6687788367271423, -0.041685495525598526, 0.4588349759578705, 0.6776292324066162, -0.04526929557323456, 0.41281458735466003, 0.6530441045761108, -0.03004768304526806, 0.4202865660190582, 0.70380038022995, -0.03668108209967613, 0.4288961887359619, 0.7192398309707642, -0.03796947002410889, 0.433239609003067, 0.7304102182388306, -0.04085126146674156, 0.3864385783672333, 0.6836448311805725, -0.02352362498641014, 0.39205828309059143, 0.7317476868629456, -0.03262796625494957, 0.3966716229915619, 0.7607507705688477, -0.03617236763238907, 0.3982114791870117, 0.7880825400352478, -0.038207244127988815]",[]
9,[],"[0.356510192155838, 0.5566752552986145, 3.6622569155042584e-07, 0.39195486903190613, 0.5043553709983826, -0.03103790432214737, 0.41777274012565613, 0.4825696647167206, -0.056641586124897, 0.4230581223964691, 0.4773481786251068, -0.07820305973291397, 0.42431730031967163, 0.4882853031158447, -0.1011953353881836, 0.46268585324287415, 0.5807697176933289, -0.0576460175216198, 0.49580249190330505, 0.6379273533821106, -0.07973732054233551, 0.5189308524131775, 0.6838821172714233, -0.09680373966693878, 0.53745037317276, 0.7284680604934692, -0.10968707501888275, 0.44185370206832886, 0.6307471394538879, -0.052597999572753906, 0.44896578788757324, 0.67067950963974, -0.06860244274139404, 0.4542621672153473, 0.6913188695907593, -0.07671591639518738, 0.4581221342086792, 0.713557779788971, -0.08501674234867096, 0.4133334159851074, 0.664198637008667, -0.048995308578014374, 0.4194731116294861, 0.7208948731422424, -0.0641261488199234, 0.4323889911174774, 0.7574715614318848, -0.0692288801074028, 0.44336414337158203, 0.7905274629592896, -0.0747339129447937, 0.3847725987434387, 0.6811690926551819, -0.04742545261979103, 0.3855423331260681, 0.7277634143829346, -0.060375768691301346, 0.3903742730617523, 0.7600446343421936, -0.06288173794746399, 0.395818293094635, 0.7936511039733887, -0.06514308601617813]"
