,Left,Right
0,"[0.3839157819747925, 0.5445858836174011, -3.27321423299054e-08, 0.4580317735671997, 0.5325525999069214, 0.04141898825764656, 0.4988580644130707, 0.568580150604248, 0.07766024768352509, 0.5213509798049927, 0.6087554693222046, 0.11031671613454819, 0.5304373502731323, 0.6487194895744324, 0.14540673792362213, 0.5169211626052856, 0.6571044325828552, 0.07164127379655838, 0.5708586573600769, 0.7301844358444214, 0.09469150006771088, 0.5988818407058716, 0.775601327419281, 0.10649625211954117, 0.6202543377876282, 0.808935821056366, 0.11554677039384842, 0.4867529273033142, 0.704727292060852, 0.06781769543886185, 0.524454653263092, 0.8068143129348755, 0.09727174788713455, 0.534650444984436, 0.8581092357635498, 0.10967867821455002, 0.543165922164917, 0.8917424082756042, 0.11761457473039627, 0.4514530599117279, 0.7364408373832703, 0.06509686261415482, 0.47427448630332947, 0.8252239227294922, 0.09148459136486053, 0.4885697662830353, 0.8687741160392761, 0.1006515845656395, 0.49514561891555786, 0.9019629955291748, 0.10548713058233261, 0.4104512929916382, 0.7581149339675903, 0.06580329686403275, 0.4193224012851715, 0.8357601165771484, 0.09267962723970413, 0.4242846369743347, 0.8710287809371948, 0.10700192302465439, 0.4269798994064331, 0.8978529572486877, 0.11667975038290024]",[]
1,"[0.38900303840637207, 0.552309513092041, 2.3699689677414426e-07, 0.4557453393936157, 0.5469180941581726, 0.005222407169640064, 0.5074672698974609, 0.580477774143219, 0.009541532956063747, 0.5377369523048401, 0.6306774616241455, 0.013519520871341228, 0.556991457939148, 0.6695502400398254, 0.020058033987879753, 0.5243837237358093, 0.6256178617477417, 0.00569405872374773, 0.5820101499557495, 0.6838668584823608, -0.0007265101303346455, 0.6147018074989319, 0.7282654047012329, -0.006658601108938456, 0.6389104127883911, 0.7649621367454529, -0.009640385396778584, 0.49901774525642395, 0.6722952127456665, 0.0018674671882763505, 0.5510412454605103, 0.764469563961029, -0.0011946180602535605, 0.575145423412323, 0.8289846181869507, -0.005683050956577063, 0.5928544402122498, 0.8792695999145508, -0.008477463386952877, 0.46752631664276123, 0.7083004713058472, -0.0019373343093320727, 0.5027799606323242, 0.7926515936851501, -0.0038477792404592037, 0.5237312912940979, 0.847015380859375, -0.004931464791297913, 0.5344337224960327, 0.8847970962524414, -0.004758297931402922, 0.42748337984085083, 0.7415042519569397, -0.005190531723201275, 0.44727614521980286, 0.822012186050415, -0.0012542352778837085, 0.4590567350387573, 0.8641289472579956, 0.0048120697028934956, 0.46714621782302856, 0.8925706148147583, 0.010155471973121166]",[]
2,"[0.40259087085723877, 0.5457062125205994, 9.033991688056631e-08, 0.4583645462989807, 0.500002384185791, 0.012225314043462276, 0.5046321153640747, 0.4984213411808014, 0.015652045607566833, 0.5405755043029785, 0.5130143761634827, 0.01529760006815195, 0.5667567849159241, 0.519121527671814, 0.014069543220102787, 0.5296173095703125, 0.5272157788276672, 0.00484582269564271, 0.589346170425415, 0.5247501730918884, -0.006832868792116642, 0.6281684637069702, 0.5279466509819031, -0.015136742033064365, 0.6570923924446106, 0.5308632850646973, -0.019905393943190575, 0.5263595581054688, 0.576430082321167, -0.008153705857694149, 0.5945291519165039, 0.6046800017356873, -0.018752414733171463, 0.6364111304283142, 0.6263949275016785, -0.027051042765378952, 0.6667380332946777, 0.6434715986251831, -0.03214852511882782, 0.5136934518814087, 0.6249039769172668, -0.020961320027709007, 0.5782657265663147, 0.6536799073219299, -0.03170649707317352, 0.6191157102584839, 0.6691368818283081, -0.039024271070957184, 0.6485677361488342, 0.6803566217422485, -0.04322138428688049, 0.4923464059829712, 0.6766781210899353, -0.03234769031405449, 0.5360317826271057, 0.7161010503768921, -0.039170388132333755, 0.56415855884552, 0.7383368611335754, -0.04100969061255455, 0.5881321430206299, 0.7546277046203613, -0.041666943579912186]",[]
3,"[0.4044096767902374, 0.5299837589263916, 1.4568875883469445e-07, 0.4481695890426636, 0.4784243702888489, -7.567183638457209e-05, 0.49120795726776123, 0.46928340196609497, -0.000610560062341392, 0.5267450213432312, 0.4801483750343323, -0.0034366007894277573, 0.5522444844245911, 0.48448890447616577, -0.006427685264497995, 0.5307701826095581, 0.49944061040878296, 0.00546643603593111, 0.5884155631065369, 0.4902237355709076, -0.0039286380633711815, 0.6232247948646545, 0.4881419837474823, -0.012384860776364803, 0.650773286819458, 0.48831865191459656, -0.01774584874510765, 0.5322214365005493, 0.5486723780632019, -0.0015897738048806787, 0.5984567999839783, 0.5642192959785461, -0.008376512676477432, 0.638649046421051, 0.576857328414917, -0.017111752182245255, 0.6681737899780273, 0.5879262089729309, -0.023228617385029793, 0.5222976803779602, 0.5993542671203613, -0.010053846053779125, 0.5865376591682434, 0.6145316958427429, -0.017637934535741806, 0.6250242590904236, 0.624122679233551, -0.02675270102918148, 0.6527618169784546, 0.6303943991661072, -0.032883621752262115, 0.5041611790657043, 0.6506741642951965, -0.018593477085232735, 0.5451334118843079, 0.6803099513053894, -0.023215698078274727, 0.5714657306671143, 0.6972774863243103, -0.026081088930368423, 0.5930072665214539, 0.7103173136711121, -0.02787918411195278]",[]
4,"[0.40941405296325684, 0.49497461318969727, 8.040505150574973e-08, 0.45960888266563416, 0.4490320682525635, 0.012289188802242279, 0.5044260621070862, 0.44665616750717163, 0.01957092434167862, 0.5388268828392029, 0.4645865261554718, 0.023775523528456688, 0.5619118809700012, 0.4783273935317993, 0.028271440416574478, 0.5197350382804871, 0.4513055086135864, 0.01448393426835537, 0.5769999027252197, 0.44623708724975586, 0.010232086293399334, 0.6135002374649048, 0.44625991582870483, 0.006328745745122433, 0.6404722929000854, 0.4460255205631256, 0.004889204166829586, 0.5190421938896179, 0.4961732029914856, 0.005871869157999754, 0.5874701738357544, 0.5081912875175476, 0.004338380414992571, 0.6280779242515564, 0.5170369148254395, -0.0010839084861800075, 0.6594876050949097, 0.5254473686218262, -0.004769176244735718, 0.5117100477218628, 0.5494643449783325, -0.0025149215944111347, 0.5759181380271912, 0.5673152804374695, -0.0041459184139966965, 0.6173087358474731, 0.5731397867202759, -0.010267535224556923, 0.6466500759124756, 0.5775783658027649, -0.014444676227867603, 0.49784043431282043, 0.6112837791442871, -0.009734958410263062, 0.5433816909790039, 0.6425073146820068, -0.0072569395415484905, 0.5727007985115051, 0.657825231552124, -0.0063494788482785225, 0.5970277786254883, 0.6664541959762573, -0.005741805769503117]",[]
5,"[0.4167490601539612, 0.4906969666481018, -1.2646755642720109e-08, 0.4678630232810974, 0.44993460178375244, 0.02427559345960617, 0.510834276676178, 0.4492911398410797, 0.0407780185341835, 0.5467889904975891, 0.47097545862197876, 0.05259526148438454, 0.5700070858001709, 0.4938103258609772, 0.0650462955236435, 0.519984245300293, 0.4462491273880005, 0.03921731933951378, 0.5721670389175415, 0.44431567192077637, 0.04575591906905174, 0.6054894924163818, 0.44857123494148254, 0.04688391461968422, 0.6311770081520081, 0.45135536789894104, 0.048125650733709335, 0.5204322934150696, 0.4953342080116272, 0.029806863516569138, 0.5841065049171448, 0.5099590420722961, 0.039435405284166336, 0.6201950311660767, 0.5244227051734924, 0.036464739590883255, 0.6481850743293762, 0.5368250012397766, 0.032917190343141556, 0.515315592288971, 0.5521117448806763, 0.021146606653928757, 0.5725141763687134, 0.5680040121078491, 0.02976159192621708, 0.6116490960121155, 0.5737513899803162, 0.024331962689757347, 0.6383447051048279, 0.5794476270675659, 0.01885938085615635, 0.5041855573654175, 0.6184205412864685, 0.014508469961583614, 0.5442360639572144, 0.6510446071624756, 0.027798200026154518, 0.5708475708961487, 0.6660863161087036, 0.03216495364904404, 0.5915675759315491, 0.6760876774787903, 0.03354496508836746]",[]
6,[],"[0.42471832036972046, 0.5433982610702515, 2.461161159317271e-07, 0.46606194972991943, 0.4973655343055725, -0.006496855989098549, 0.509725034236908, 0.4903039336204529, -0.006338904611766338, 0.5442031621932983, 0.5080183148384094, -0.006996567826718092, 0.5691089630126953, 0.5211445093154907, -0.006285422015935183, 0.5435130596160889, 0.5232447385787964, 0.01137739047408104, 0.5987491607666016, 0.5370393395423889, 0.006818199530243874, 0.6282961368560791, 0.5631605982780457, 0.000859662308357656, 0.6475606560707092, 0.5896254181861877, -0.0029378430917859077, 0.5388045310974121, 0.5686345100402832, 0.010221011936664581, 0.5949478149414062, 0.5743974447250366, 0.0056343586184084415, 0.6270957589149475, 0.595981240272522, -0.0034302370622754097, 0.6478005051612854, 0.6172580718994141, -0.009302986785769463, 0.5257612466812134, 0.6159908771514893, 0.006476905662566423, 0.5769553184509277, 0.6309017539024353, -1.7864100300357677e-05, 0.6106089949607849, 0.6425754427909851, -0.009227284230291843, 0.6323575973510742, 0.6525405645370483, -0.014376278966665268, 0.5049961805343628, 0.6696776747703552, 0.002120905788615346, 0.5410389304161072, 0.7060588598251343, -0.0008174405666068196, 0.5651267170906067, 0.7229040861129761, -0.003802444553002715, 0.5854971408843994, 0.7348120212554932, -0.005321638658642769]"
7,"[0.42266321182250977, 0.5853486061096191, 1.3843636281762883e-07, 0.4703265428543091, 0.56871098279953, -0.006589229218661785, 0.5125761032104492, 0.5902163982391357, -0.014472576789557934, 0.5394070744514465, 0.627364456653595, -0.02195616625249386, 0.5572445392608643, 0.6654502153396606, -0.03037414327263832, 0.5357604622840881, 0.6385833621025085, -0.02756236307322979, 0.5931053757667542, 0.6969864964485168, -0.043823275715112686, 0.6213911175727844, 0.7370175719261169, -0.05316130071878433, 0.6418929100036621, 0.7701713442802429, -0.05876927822828293, 0.5205751657485962, 0.680411696434021, -0.03258230537176132, 0.5801196694374084, 0.7489410042762756, -0.04795704782009125, 0.6131892204284668, 0.7929710149765015, -0.05791584402322769, 0.6372378468513489, 0.8273067474365234, -0.0646900087594986, 0.49475613236427307, 0.717191755771637, -0.0374365858733654, 0.5489675402641296, 0.7869998216629028, -0.05266841873526573, 0.583594560623169, 0.8264577984809875, -0.06125378981232643, 0.6078802347183228, 0.8553159236907959, -0.06625515967607498, 0.4618615210056305, 0.7531867027282715, -0.04180198907852173, 0.49735862016677856, 0.8202414512634277, -0.054355278611183167, 0.5220073461532593, 0.8519434332847595, -0.05833825096487999, 0.5418781638145447, 0.8745543956756592, -0.05987190455198288]",[]
8,"[0.41359031200408936, 0.615941047668457, -1.1459956539283667e-07, 0.47478488087654114, 0.617345929145813, 0.038150984793901443, 0.5124539136886597, 0.6644917726516724, 0.05633408948779106, 0.5347943305969238, 0.714481770992279, 0.071064293384552, 0.5415884256362915, 0.7633135318756104, 0.08717004954814911, 0.5297586917877197, 0.7076093554496765, 0.023606207221746445, 0.5749874114990234, 0.7903199195861816, 0.032708242535591125, 0.5990034341812134, 0.8341148495674133, 0.04083140939474106, 0.6158692836761475, 0.8676131367683411, 0.047892842441797256, 0.5044651031494141, 0.7456424236297607, 0.01360842864960432, 0.5578179359436035, 0.8303855657577515, 0.019855795428156853, 0.5815496444702148, 0.8663181066513062, 0.025698672980070114, 0.6013390421867371, 0.8885170221328735, 0.030714692547917366, 0.47237083315849304, 0.7789548635482788, 0.009119116701185703, 0.5043962001800537, 0.8556463122367859, 0.02202838473021984, 0.5179271101951599, 0.8706639409065247, 0.03650527074933052, 0.5236467719078064, 0.8712156414985657, 0.04679512977600098, 0.43570220470428467, 0.806368350982666, 0.008486317470669746, 0.46297746896743774, 0.8647831082344055, 0.03184729069471359, 0.4724918603897095, 0.8700858950614929, 0.052445802837610245, 0.47623205184936523, 0.8660159111022949, 0.06716108322143555]",[]
9,"[0.4158558249473572, 0.6251022219657898, -8.892782688008083e-08, 0.4749438464641571, 0.6238592863082886, 0.027615690603852272, 0.5143892765045166, 0.669773280620575, 0.04221063107252121, 0.5397710204124451, 0.7189325094223022, 0.054706115275621414, 0.5493807792663574, 0.7650367021560669, 0.0684903934597969, 0.5280953049659729, 0.7124898433685303, 0.016765134409070015, 0.5769434571266174, 0.7915751934051514, 0.02325005829334259, 0.6042913198471069, 0.8348439335823059, 0.028399065136909485, 0.6235053539276123, 0.8669857382774353, 0.0328892357647419, 0.5036876797676086, 0.7526241540908813, 0.010390352457761765, 0.5554290413856506, 0.8323342204093933, 0.018976878374814987, 0.5802832245826721, 0.8665115833282471, 0.02391168288886547, 0.6000409722328186, 0.8864393830299377, 0.02663661539554596, 0.47103583812713623, 0.7873725891113281, 0.008271758444607258, 0.5052404999732971, 0.8605457544326782, 0.02186027355492115, 0.5206544995307922, 0.8717150092124939, 0.03327855095267296, 0.5269029140472412, 0.8687596321105957, 0.03978025168180466, 0.4330534040927887, 0.8151006102561951, 0.00883388053625822, 0.45965883135795593, 0.8670151829719543, 0.028197485953569412, 0.4700598418712616, 0.8688817024230957, 0.044514384120702744, 0.4739570617675781, 0.8612155318260193, 0.05575726553797722]",[]
