,Left,Right
0,"[0.24315029382705688, 0.3058066666126251, 2.8726537948386976e-07, 0.31891176104545593, 0.2646135687828064, -0.007649230770766735, 0.37494710087776184, 0.3057805001735687, -0.00974962580949068, 0.41370582580566406, 0.3719791769981384, -0.009240079671144485, 0.4407983720302582, 0.4114924371242523, -0.009071893990039825, 0.3670940697193146, 0.4306560754776001, -0.017113758251070976, 0.40969616174697876, 0.5357380509376526, -0.024238983169198036, 0.4297661781311035, 0.5952622294425964, -0.027960998937487602, 0.4433198869228363, 0.642727792263031, -0.02952968329191208, 0.33130213618278503, 0.48080113530158997, -0.01741177961230278, 0.3805793523788452, 0.5972318649291992, -0.02179827354848385, 0.4082759916782379, 0.6663621664047241, -0.025659263134002686, 0.4262465238571167, 0.7185366749763489, -0.028374426066875458, 0.2945156991481781, 0.5071136355400085, -0.01759929023683071, 0.33996784687042236, 0.6115527153015137, -0.024066444486379623, 0.36865299940109253, 0.6721999049186707, -0.030454814434051514, 0.3880021870136261, 0.7193760871887207, -0.0345580019056797, 0.25686532258987427, 0.518808126449585, -0.017500512301921844, 0.2837437391281128, 0.5994452834129333, -0.022930065169930458, 0.3024085760116577, 0.6476659774780273, -0.024799246340990067, 0.31830933690071106, 0.6901205778121948, -0.025409763678908348]",[]
1,"[0.24312832951545715, 0.30571243166923523, 2.927799869212322e-07, 0.31877216696739197, 0.2645297050476074, -0.008592142723500729, 0.37465593218803406, 0.3052697777748108, -0.011483830399811268, 0.4134027063846588, 0.3713831901550293, -0.011675273068249226, 0.4405062198638916, 0.4112675189971924, -0.012193011119961739, 0.3668428957462311, 0.43061456084251404, -0.018596556037664413, 0.40938693284988403, 0.5360844731330872, -0.02637428604066372, 0.42951467633247375, 0.595591127872467, -0.03042382188141346, 0.44309282302856445, 0.643314003944397, -0.03212466090917587, 0.33100229501724243, 0.48114848136901855, -0.018780676648020744, 0.38004398345947266, 0.5976413488388062, -0.023644037544727325, 0.4078259766101837, 0.6668902635574341, -0.02765350602567196, 0.42574506998062134, 0.7194175720214844, -0.030410917475819588, 0.29422080516815186, 0.5079014897346497, -0.018894126638770103, 0.33962416648864746, 0.611687183380127, -0.025606853887438774, 0.3682330250740051, 0.6723703145980835, -0.031905900686979294, 0.3874695599079132, 0.7194049954414368, -0.035879068076610565, 0.25703832507133484, 0.5195388197898865, -0.018837694078683853, 0.28411567211151123, 0.5994081497192383, -0.024410374462604523, 0.30277299880981445, 0.6471590995788574, -0.026117829605937004, 0.3184775412082672, 0.68896484375, -0.02651580050587654]",[]
2,"[0.24360893666744232, 0.3057403564453125, 2.924990667452221e-07, 0.3186480700969696, 0.2654346823692322, -0.008194634690880775, 0.37459585070610046, 0.3062589168548584, -0.011323179118335247, 0.41350558400154114, 0.37255579233169556, -0.011845318600535393, 0.4416279196739197, 0.41242578625679016, -0.012797314673662186, 0.3666583001613617, 0.4305374026298523, -0.019741587340831757, 0.4095149636268616, 0.5362613201141357, -0.028178105130791664, 0.4298367202281952, 0.5960776805877686, -0.032271865755319595, 0.4434528052806854, 0.6433349847793579, -0.033915095031261444, 0.3309779465198517, 0.4810646176338196, -0.020407576113939285, 0.3802865445613861, 0.5979452133178711, -0.025896085426211357, 0.4083147943019867, 0.6668877005577087, -0.029856940731406212, 0.42635685205459595, 0.7187068462371826, -0.03244346007704735, 0.29406213760375977, 0.5077587962150574, -0.020910145714879036, 0.3400910198688507, 0.612890899181366, -0.02837628312408924, 0.3691677451133728, 0.6733227968215942, -0.03474440053105354, 0.3890133202075958, 0.7198801040649414, -0.038643475621938705, 0.2565867304801941, 0.5191013216972351, -0.021120788529515266, 0.2834972143173218, 0.5993258953094482, -0.02776240184903145, 0.30242419242858887, 0.6472408771514893, -0.02990044839680195, 0.3185787498950958, 0.6894487142562866, -0.030404197052121162]",[]
3,"[0.34514835476875305, 0.3393387794494629, 3.630125604558998e-07, 0.4153808057308197, 0.2965078353881836, -0.017576400190591812, 0.47318100929260254, 0.34311050176620483, -0.02836422249674797, 0.5088016390800476, 0.4201216697692871, -0.035314079374074936, 0.5439433455467224, 0.461471825838089, -0.04344809800386429, 0.4642294645309448, 0.45661574602127075, -0.04213400557637215, 0.5092666745185852, 0.5607954263687134, -0.0606851726770401, 0.5332866907119751, 0.626752495765686, -0.07062774896621704, 0.5510039925575256, 0.6813256740570068, -0.07632778584957123, 0.4289415180683136, 0.5059570074081421, -0.04407382383942604, 0.47629502415657043, 0.6271860599517822, -0.06013142690062523, 0.506702184677124, 0.7086288928985596, -0.07117843627929688, 0.5267103314399719, 0.7759557962417603, -0.07876092940568924, 0.39148151874542236, 0.5352330207824707, -0.046034395694732666, 0.43527671694755554, 0.6544477343559265, -0.06311912834644318, 0.4627484977245331, 0.732630729675293, -0.0760793536901474, 0.481105774641037, 0.7968079447746277, -0.08424419909715652, 0.3536391854286194, 0.5508381724357605, -0.048081547021865845, 0.3785231113433838, 0.6436911821365356, -0.06528367847204208, 0.39736998081207275, 0.7022059559822083, -0.07404576987028122, 0.4128361642360687, 0.753500759601593, -0.07872545719146729]",[]
4,"[0.33320707082748413, 0.29703181982040405, 5.590478622252704e-07, 0.4113118648529053, 0.25820857286453247, -0.025371994823217392, 0.4717079997062683, 0.3171652555465698, -0.04362120479345322, 0.5150364637374878, 0.4146474301815033, -0.05398038774728775, 0.5617106556892395, 0.4761919379234314, -0.0665646567940712, 0.4595909118652344, 0.4275704622268677, -0.07724175602197647, 0.5068825483322144, 0.5599893927574158, -0.10278796404600143, 0.5340169072151184, 0.6468596458435059, -0.11409727483987808, 0.5531302094459534, 0.7187817096710205, -0.11994781345129013, 0.4219653010368347, 0.4731578528881073, -0.0740162804722786, 0.4734457731246948, 0.612734317779541, -0.10135167837142944, 0.5094868540763855, 0.7125464677810669, -0.11494231224060059, 0.5324398279190063, 0.7927612066268921, -0.12474750727415085, 0.384470134973526, 0.49512287974357605, -0.06886184960603714, 0.4307692050933838, 0.628932774066925, -0.09426659345626831, 0.46481671929359436, 0.7242356538772583, -0.109999880194664, 0.48748767375946045, 0.8032665252685547, -0.1204524040222168, 0.34877824783325195, 0.5063832402229309, -0.06305349618196487, 0.37784942984580994, 0.6113703846931458, -0.08560474961996078, 0.39864569902420044, 0.6874183416366577, -0.09838465601205826, 0.4178115725517273, 0.7569921016693115, -0.10712149739265442]",[]
5,"[0.3311768174171448, 0.29433202743530273, 4.5990728381184454e-07, 0.40172210335731506, 0.2519812285900116, -0.023286348208785057, 0.46475595235824585, 0.31233924627304077, -0.035093557089567184, 0.5126547813415527, 0.403489351272583, -0.040842581540346146, 0.5556700229644775, 0.4618068039417267, -0.04775477200746536, 0.4554247260093689, 0.4267842173576355, -0.049325130879879, 0.5050320029258728, 0.558017909526825, -0.06719974428415298, 0.531527042388916, 0.6393915414810181, -0.0753135234117508, 0.5499626994132996, 0.7049279808998108, -0.07924783229827881, 0.41850030422210693, 0.4734065532684326, -0.04565926641225815, 0.4701189398765564, 0.6103047132492065, -0.060553260147571564, 0.5012866854667664, 0.7018297910690308, -0.06927976757287979, 0.5219495892524719, 0.7757391929626465, -0.07558400183916092, 0.38158300518989563, 0.49828577041625977, -0.042218584567308426, 0.4300535321235657, 0.625933051109314, -0.0581192709505558, 0.4605226516723633, 0.7133527398109436, -0.07034417986869812, 0.48110106587409973, 0.7849158048629761, -0.07837124913930893, 0.3464563488960266, 0.5096685886383057, -0.03906567022204399, 0.3789088726043701, 0.6116383671760559, -0.054906778037548065, 0.39934244751930237, 0.6808640956878662, -0.06402253359556198, 0.4157007336616516, 0.7428144216537476, -0.06966014951467514]",[]
6,"[0.3413621783256531, 0.3301220238208771, 2.991170049426728e-07, 0.4145985543727875, 0.2928629517555237, -0.016757341101765633, 0.4714270532131195, 0.3346765637397766, -0.024142973124980927, 0.510193943977356, 0.40616804361343384, -0.02765173837542534, 0.5464996099472046, 0.4480394124984741, -0.030391985550522804, 0.46281591057777405, 0.48307469487190247, -0.0206160731613636, 0.5036302208900452, 0.5932698249816895, -0.0282874945551157, 0.5222722887992859, 0.6536046266555786, -0.03377653285861015, 0.5351976752281189, 0.7032743692398071, -0.03706290200352669, 0.4257766604423523, 0.5294489860534668, -0.01799967885017395, 0.47264596819877625, 0.6424848437309265, -0.020398641005158424, 0.4976975917816162, 0.7093312740325928, -0.024698013439774513, 0.5121716260910034, 0.7609759569168091, -0.028580373153090477, 0.38801801204681396, 0.5483304858207703, -0.016472158953547478, 0.43185263872146606, 0.6567039489746094, -0.0222668144851923, 0.4561310112476349, 0.7200101613998413, -0.0288368072360754, 0.47142961621284485, 0.768892765045166, -0.033755429089069366, 0.3510349988937378, 0.5526697039604187, -0.015654847025871277, 0.3759201467037201, 0.6333646774291992, -0.02316676266491413, 0.39119523763656616, 0.6791318655014038, -0.026012303307652473, 0.4034944474697113, 0.718635618686676, -0.02706056833267212]",[]
7,"[0.3367382884025574, 0.34162208437919617, 3.228305160973832e-07, 0.42308586835861206, 0.31887736916542053, 0.02573179081082344, 0.47746187448501587, 0.38501816987991333, 0.04585961997509003, 0.5073720812797546, 0.4722905158996582, 0.06740199774503708, 0.5372283458709717, 0.5422330498695374, 0.0915336161851883, 0.47672268748283386, 0.5403971672058105, 0.03894810751080513, 0.5103879570960999, 0.6682267785072327, 0.06347972899675369, 0.5256439447402954, 0.7373075485229492, 0.07953105121850967, 0.5352112054824829, 0.7961722612380981, 0.0915682464838028, 0.43530842661857605, 0.5868662595748901, 0.04226800426840782, 0.47572794556617737, 0.7218508720397949, 0.06642365455627441, 0.49456602334976196, 0.8004615902900696, 0.08233776688575745, 0.5054842233657837, 0.8580635786056519, 0.09446821361780167, 0.39770400524139404, 0.6040652990341187, 0.048718392848968506, 0.43141427636146545, 0.7242808938026428, 0.07426201552152634, 0.45081400871276855, 0.7956361174583435, 0.09097961336374283, 0.46321001648902893, 0.858075737953186, 0.10184632986783981, 0.3590381145477295, 0.6056872010231018, 0.05791155993938446, 0.3823050558567047, 0.6959949731826782, 0.08936859667301178, 0.393348753452301, 0.7467596530914307, 0.11021807044744492, 0.40242800116539, 0.7947371006011963, 0.12413840740919113]",[]
8,"[0.3507533669471741, 0.40466034412384033, 2.673902201877354e-07, 0.43505921959877014, 0.3926323354244232, 0.005036697722971439, 0.49033039808273315, 0.4559120535850525, 0.012441988103091717, 0.5234386920928955, 0.5441319942474365, 0.021794551983475685, 0.5468374490737915, 0.603815495967865, 0.0323755145072937, 0.47482219338417053, 0.5814039707183838, 0.011742698028683662, 0.5082730650901794, 0.7112124562263489, 0.019651835784316063, 0.5215806365013123, 0.7788715362548828, 0.025837872177362442, 0.5305208563804626, 0.8299853801727295, 0.031089792028069496, 0.43433550000190735, 0.6245793700218201, 0.01348388846963644, 0.4741475582122803, 0.7591052055358887, 0.02332788147032261, 0.4918517768383026, 0.8305147886276245, 0.029674137011170387, 0.5042235851287842, 0.8831223249435425, 0.03443954139947891, 0.3970361649990082, 0.638014554977417, 0.015856504440307617, 0.4302211403846741, 0.7577545046806335, 0.02482430264353752, 0.44923561811447144, 0.8280248641967773, 0.029300948604941368, 0.4616553485393524, 0.8816189169883728, 0.03195605054497719, 0.35991859436035156, 0.6346150636672974, 0.019188813865184784, 0.3821861743927002, 0.7236586213111877, 0.03293205797672272, 0.3947029113769531, 0.7712623476982117, 0.043762609362602234, 0.40361106395721436, 0.8072507381439209, 0.05111604183912277]",[]
9,"[0.3553534150123596, 0.39936572313308716, 2.650025408001966e-07, 0.43534624576568604, 0.3791133165359497, 0.0005790790892206132, 0.4874652028083801, 0.44217556715011597, 0.0061871265061199665, 0.519446611404419, 0.5303985476493835, 0.01422296091914177, 0.5430814027786255, 0.5872793197631836, 0.02360205166041851, 0.47357627749443054, 0.5582278966903687, 0.008013945072889328, 0.5051937699317932, 0.6820317506790161, 0.012565971352159977, 0.5211283564567566, 0.748318612575531, 0.016060903668403625, 0.5335696339607239, 0.7984793782234192, 0.01922961138188839, 0.4323137104511261, 0.6045758724212646, 0.00951649434864521, 0.46915748715400696, 0.7371302843093872, 0.016704056411981583, 0.48740455508232117, 0.8106893301010132, 0.019269121810793877, 0.5014272332191467, 0.8646851181983948, 0.02110196277499199, 0.39449697732925415, 0.622069239616394, 0.011230234988033772, 0.42659875750541687, 0.7413241267204285, 0.015363574028015137, 0.4459262788295746, 0.8096117973327637, 0.016031229868531227, 0.45965003967285156, 0.8609676361083984, 0.016479367390275, 0.35576149821281433, 0.6231552958488464, 0.01371679361909628, 0.3771897554397583, 0.7068787813186646, 0.02099151536822319, 0.3897436261177063, 0.7516820430755615, 0.028129007667303085, 0.399806946516037, 0.7848986387252808, 0.033421870321035385]",[]
